accuracy_snapshot,chapter,chapter_id,correct_count,device_type,duration_seconds,end_time,form,highest_streak,incorrect_count,paper_type,persona,practice_id,session_language,start_time,synthetic_student_index,total_questions_answered,user_id
50.0,Chapter 10: Consumer Mathematics: Financial Management,10,3,Tablet,582,2026-04-13 19:49:42,Form 4,2,3,kertas1,Consistent Climber,715720,bm,2026-04-13 19:40:00,2988,6,17750
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Laptop,479,2026-04-13 20:07:59,Form 4,1,4,kertas1,Consistent Climber,715721,bm,2026-04-13 20:00:00,2988,6,17750
14.29,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,1,Mobile,1480,2026-04-13 20:29:40,Form 5,1,6,kertas2,Consistent Climber,715722,bm,2026-04-13 20:05:00,2988,7,17750
0.0,Chapter 3: Consumer Mathematics: Insurance,13,0,Laptop,493,2026-04-13 20:53:13,Form 5,0,2,kertas2,Consistent Climber,715723,bm,2026-04-13 20:45:00,2988,2,17750
25.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Desktop,434,2026-04-21 19:27:14,Form 4,1,3,kertas1,Consistent Climber,715724,bm,2026-04-21 19:20:00,2988,4,17750
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Mobile,332,2026-04-21 20:15:32,Form 4,1,2,kertas2,Consistent Climber,715725,bm,2026-04-21 20:10:00,2988,3,17750
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Mobile,532,2026-04-21 20:40:52,Form 4,0,2,kertas2,Consistent Climber,715726,bm,2026-04-21 20:32:00,2988,2,17750
33.33,Chapter 3: Consumer Mathematics: Insurance,13,2,Desktop,418,2026-04-21 21:26:58,Form 5,1,4,kertas1,Consistent Climber,715727,bm,2026-04-21 21:20:00,2988,6,17750
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Desktop,452,2026-04-23 19:52:32,Form 4,0,2,kertas2,Consistent Climber,715728,english,2026-04-23 19:45:00,2988,2,17750
60.0,Chapter 3: Consumer Mathematics: Insurance,13,3,Desktop,873,2026-04-23 21:54:33,Form 5,2,2,kertas2,Consistent Climber,715729,bm,2026-04-23 21:40:00,2988,5,17750
27.27,Chapter 7: Measures of Dispersion for Grouped Data,17,3,Laptop,3232,2026-04-27 21:03:52,Form 5,2,8,kertas2,Consistent Climber,715730,bm,2026-04-27 20:10:00,2988,11,17750
33.33,Chapter 6: Linear Inequalities in Two Variables,6,3,Desktop,2249,2026-04-28 20:42:29,Form 4,1,6,kertas2,Consistent Climber,715731,bm,2026-04-28 20:05:00,2988,9,17750
14.29,Chapter 3: Consumer Mathematics: Insurance,13,1,Mobile,506,2026-04-28 20:26:26,Form 5,1,6,kertas1,Consistent Climber,715732,bm,2026-04-28 20:18:00,2988,7,17750
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Desktop,537,2026-04-30 21:13:57,Form 4,1,4,kertas1,Consistent Climber,715733,bm,2026-04-30 21:05:00,2988,6,17750
57.14,Chapter 4: Consumer Mathematics: Taxation,14,4,Desktop,583,2026-05-04 19:39:43,Form 5,2,3,kertas1,Consistent Climber,715734,bm,2026-05-04 19:30:00,2988,7,17750
18.18,Chapter 7: Measures of Dispersion for Grouped Data,17,2,Desktop,3204,2026-05-05 21:33:24,Form 5,1,9,kertas2,Consistent Climber,715735,bm,2026-05-05 20:40:00,2988,11,17750
28.57,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Mobile,1504,2026-05-05 21:35:04,Form 4,1,5,kertas2,Consistent Climber,715736,bm,2026-05-05 21:10:00,2988,7,17750
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Tablet,1353,2026-05-05 21:37:33,Form 4,1,4,kertas2,Consistent Climber,715737,bm,2026-05-05 21:15:00,2988,6,17750
40.0,Chapter 3: Consumer Mathematics: Insurance,13,2,Mobile,513,2026-05-05 21:58:33,Form 5,1,3,kertas1,Consistent Climber,715738,bm,2026-05-05 21:50:00,2988,5,17750
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Desktop,800,2026-05-07 21:43:20,Form 4,0,4,kertas2,Consistent Climber,715739,bm,2026-05-07 21:30:00,2988,4,17750
87.5,Chapter 5: Network in Graph Theory,5,7,Laptop,598,2026-05-11 19:09:58,Form 4,6,1,kertas1,Consistent Climber,715740,bm,2026-05-11 19:00:00,2988,8,17750
0.0,Chapter 5: Network in Graph Theory,5,0,Laptop,391,2026-02-08 20:36:31,Form 4,0,4,kertas1,Weekend Learner,715741,bm,2026-02-08 20:30:00,2989,4,17751
40.0,Chapter 6: Linear Inequalities in Two Variables,6,2,Mobile,494,2026-02-14 15:58:14,Form 4,2,3,kertas1,Weekend Learner,715742,bm,2026-02-14 15:50:00,2989,5,17751
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,4,Mobile,798,2026-02-15 10:33:18,Form 5,2,4,kertas1,Weekend Learner,715743,bm,2026-02-15 10:20:00,2989,8,17751
28.57,Chapter 3: Consumer Mathematics: Insurance,13,2,Mobile,789,2026-02-15 20:43:09,Form 5,2,5,kertas1,Weekend Learner,715744,bm,2026-02-15 20:30:00,2989,7,17751
66.67,Chapter 2: Number Bases,2,2,Desktop,376,2026-02-22 15:16:16,Form 4,2,1,kertas1,Weekend Learner,715745,bm,2026-02-22 15:10:00,2989,3,17751
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Laptop,402,2026-02-22 15:51:42,Form 4,1,4,kertas1,Weekend Learner,715746,bm,2026-02-22 15:45:00,2989,6,17751
50.0,Chapter 5: Network in Graph Theory,5,4,Laptop,711,2026-02-22 16:51:51,Form 4,2,4,kertas1,Weekend Learner,715747,bm,2026-02-22 16:40:00,2989,8,17751
25.0,Chapter 1: Variation,11,1,Desktop,380,2026-02-28 10:06:20,Form 5,1,3,kertas1,Weekend Learner,715748,bm,2026-02-28 10:00:00,2989,4,17751
42.86,Chapter 10: Consumer Mathematics: Financial Management,10,3,Tablet,648,2026-03-08 20:15:48,Form 4,2,4,kertas1,Weekend Learner,715749,bm,2026-03-08 20:05:00,2989,7,17751
0.0,Chapter 7: Graphs of Motion,7,0,Laptop,526,2026-03-08 20:58:46,Form 4,0,5,kertas1,Weekend Learner,715750,bm,2026-03-08 20:50:00,2989,5,17751
22.22,Chapter 10: Consumer Mathematics: Financial Management,10,2,Desktop,912,2026-03-14 11:45:12,Form 4,1,7,kertas1,Weekend Learner,715751,bm,2026-03-14 11:30:00,2989,9,17751
0.0,Chapter 7: Graphs of Motion,7,0,Desktop,396,2026-03-14 11:51:36,Form 4,0,4,kertas1,Weekend Learner,715752,bm,2026-03-14 11:45:00,2989,4,17751
37.5,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,3,Mobile,771,2026-03-21 10:42:51,Form 5,1,5,kertas1,Weekend Learner,715753,bm,2026-03-21 10:30:00,2989,8,17751
0.0,Chapter 10: Consumer Mathematics: Financial Management,10,0,Desktop,370,2026-03-21 10:51:10,Form 4,0,4,kertas1,Weekend Learner,715754,bm,2026-03-21 10:45:00,2989,4,17751
0.0,Chapter 2: Number Bases,2,0,Desktop,304,2026-03-22 10:15:04,Form 4,0,3,kertas1,Weekend Learner,715755,english,2026-03-22 10:10:00,2989,3,17751
11.11,Chapter 10: Consumer Mathematics: Financial Management,10,1,Laptop,1015,2026-04-05 11:36:55,Form 4,1,8,kertas1,Weekend Learner,715756,bm,2026-04-05 11:20:00,2989,9,17751
40.0,Chapter 3: Consumer Mathematics: Insurance,13,2,Desktop,465,2026-04-05 20:12:45,Form 5,1,3,kertas1,Weekend Learner,715757,bm,2026-04-05 20:05:00,2989,5,17751
75.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,3,Desktop,307,2026-04-18 15:15:07,Form 4,2,1,kertas1,Weekend Learner,715758,bm,2026-04-18 15:10:00,2989,4,17751
33.33,Chapter 2: Number Bases,2,1,Mobile,305,2026-04-26 10:35:05,Form 4,1,2,kertas1,Weekend Learner,715759,bm,2026-04-26 10:30:00,2989,3,17751
20.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Laptop,471,2026-05-02 11:07:51,Form 4,1,4,kertas1,Weekend Learner,715760,bm,2026-05-02 11:00:00,2989,5,17751
14.29,Chapter 7: Graphs of Motion,7,1,Tablet,661,2026-05-02 20:16:01,Form 4,1,6,kertas1,Weekend Learner,715761,bm,2026-05-02 20:05:00,2989,7,17751
42.86,Chapter 1: Variation,11,3,Mobile,527,2026-05-03 10:48:47,Form 5,2,4,kertas1,Weekend Learner,715762,bm,2026-05-03 10:40:00,2989,7,17751
20.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,1,Mobile,549,2026-05-11 16:14:09,Form 5,1,4,kertas1,Weekend Learner,715763,bm,2026-05-11 16:05:00,2989,5,17751
66.67,Chapter 2: Number Bases,2,2,Laptop,290,2026-02-03 21:14:50,Form 4,1,1,kertas1,Flexible Learner,715764,english,2026-02-03 21:10:00,2990,3,17752
20.0,Chapter 9: Probability of Combined Events,9,1,Desktop,544,2026-02-07 21:29:04,Form 4,1,4,kertas1,Flexible Learner,715765,english,2026-02-07 21:20:00,2990,5,17752
57.14,Chapter 4: Consumer Mathematics: Taxation,14,4,Tablet,531,2026-02-11 20:23:51,Form 5,3,3,kertas1,Flexible Learner,715766,english,2026-02-11 20:15:00,2990,7,17752
66.67,Chapter 2: Number Bases,2,2,Desktop,347,2026-02-12 20:20:47,Form 4,2,1,kertas1,Flexible Learner,715767,english,2026-02-12 20:15:00,2990,3,17752
0.0,Chapter 4: Consumer Mathematics: Taxation,14,0,Tablet,3198,2026-02-18 23:03:18,Form 5,0,11,kertas2,Flexible Learner,715768,english,2026-02-18 22:10:00,2990,11,17752
57.14,Chapter 4: Operations on Sets,4,4,Tablet,618,2026-02-26 20:50:18,Form 4,2,3,kertas1,Flexible Learner,715769,english,2026-02-26 20:40:00,2990,7,17752
55.56,Chapter 1: Variation,11,5,Tablet,866,2026-02-27 17:04:26,Form 5,5,4,kertas1,Flexible Learner,715770,english,2026-02-27 16:50:00,2990,9,17752
0.0,Chapter 4: Consumer Mathematics: Taxation,14,0,Mobile,445,2026-03-02 21:52:25,Form 5,0,4,kertas1,Flexible Learner,715771,english,2026-03-02 21:45:00,2990,4,17752
14.29,Chapter 4: Consumer Mathematics: Taxation,14,1,Tablet,624,2026-03-03 22:15:24,Form 5,1,6,kertas1,Flexible Learner,715772,bm,2026-03-03 22:05:00,2990,7,17752
37.5,Chapter 5: Network in Graph Theory,5,3,Desktop,805,2026-03-05 16:23:25,Form 4,1,5,kertas1,Flexible Learner,715773,english,2026-03-05 16:10:00,2990,8,17752
60.0,Chapter 2: Matrices,12,3,Mobile,324,2026-03-05 21:25:24,Form 5,2,2,kertas1,Flexible Learner,715774,english,2026-03-05 21:20:00,2990,5,17752
50.0,Chapter 2: Number Bases,2,1,Laptop,423,2026-03-05 22:17:03,Form 4,1,1,kertas2,Flexible Learner,715775,english,2026-03-05 22:10:00,2990,2,17752
66.67,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,6,Desktop,743,2026-03-06 22:02:23,Form 5,4,3,kertas1,Flexible Learner,715776,english,2026-03-06 21:50:00,2990,9,17752
20.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Desktop,1802,2026-03-07 23:10:02,Form 4,1,4,kertas2,Flexible Learner,715777,english,2026-03-07 22:40:00,2990,5,17752
40.0,Chapter 2: Matrices,12,2,Tablet,1034,2026-03-08 21:37:14,Form 5,1,3,kertas2,Flexible Learner,715778,english,2026-03-08 21:20:00,2990,5,17752
33.33,Chapter 8: Measures of Dispersion for Ungrouped Data,8,2,Tablet,1132,2026-03-21 21:03:52,Form 4,1,4,kertas2,Flexible Learner,715779,english,2026-03-21 20:45:00,2990,6,17752
20.0,Chapter 4: Consumer Mathematics: Taxation,14,1,Laptop,1001,2026-03-26 22:56:41,Form 5,1,4,kertas2,Flexible Learner,715780,english,2026-03-26 22:40:00,2990,5,17752
50.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Laptop,358,2026-03-27 16:45:58,Form 4,2,2,kertas1,Flexible Learner,715781,english,2026-03-27 16:40:00,2990,4,17752
28.57,Chapter 3: Logical Reasoning,3,2,Desktop,562,2026-03-27 20:54:22,Form 4,1,5,kertas1,Flexible Learner,715782,english,2026-03-27 20:45:00,2990,7,17752
14.29,Chapter 4: Consumer Mathematics: Taxation,14,1,Tablet,521,2026-03-30 22:28:41,Form 5,1,6,kertas1,Flexible Learner,715783,english,2026-03-30 22:20:00,2990,7,17752
57.14,Chapter 3: Logical Reasoning,3,4,Laptop,609,2026-04-01 21:30:09,Form 4,3,3,kertas1,Flexible Learner,715784,bm,2026-04-01 21:20:00,2990,7,17752
66.67,Chapter 2: Number Bases,2,2,Laptop,316,2026-04-01 22:35:16,Form 4,1,1,kertas1,Flexible Learner,715785,english,2026-04-01 22:30:00,2990,3,17752
80.0,Chapter 6: Linear Inequalities in Two Variables,6,4,Mobile,411,2026-04-03 20:46:51,Form 4,3,1,kertas1,Flexible Learner,715786,english,2026-04-03 20:40:00,2990,5,17752
40.0,Chapter 6: Linear Inequalities in Two Variables,6,2,Mobile,441,2026-04-03 21:52:21,Form 4,2,3,kertas1,Flexible Learner,715787,english,2026-04-03 21:45:00,2990,5,17752
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,2,Tablet,786,2026-04-04 16:23:06,Form 4,2,2,kertas2,Flexible Learner,715788,english,2026-04-04 16:10:00,2990,4,17752
33.33,Chapter 9: Probability of Combined Events,9,2,Mobile,975,2026-04-08 20:31:15,Form 4,1,4,kertas2,Flexible Learner,715789,english,2026-04-08 20:15:00,2990,6,17752
33.33,Chapter 4: Consumer Mathematics: Taxation,14,2,Laptop,566,2026-04-10 20:24:26,Form 5,1,4,kertas1,Flexible Learner,715790,english,2026-04-10 20:15:00,2990,6,17752
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Desktop,1116,2026-04-11 22:58:36,Form 4,1,3,kertas2,Flexible Learner,715791,english,2026-04-11 22:40:00,2990,6,17752
28.57,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Laptop,1530,2026-04-12 17:15:30,Form 4,1,5,kertas2,Flexible Learner,715792,english,2026-04-12 16:50:00,2990,7,17752
28.57,Chapter 3: Logical Reasoning,3,2,Mobile,648,2026-04-18 21:20:48,Form 4,2,5,kertas1,Flexible Learner,715793,english,2026-04-18 21:10:00,2990,7,17752
80.0,Chapter 6: Linear Inequalities in Two Variables,6,4,Tablet,499,2026-04-20 22:08:19,Form 4,2,1,kertas1,Flexible Learner,715794,english,2026-04-20 22:00:00,2990,5,17752
75.0,Chapter 4: Operations on Sets,4,3,Desktop,381,2026-04-22 16:51:21,Form 4,3,1,kertas1,Flexible Learner,715795,english,2026-04-22 16:45:00,2990,4,17752
0.0,Chapter 2: Matrices,12,0,Laptop,423,2026-04-23 21:12:03,Form 5,0,2,kertas2,Flexible Learner,715796,english,2026-04-23 21:05:00,2990,2,17752
66.67,Chapter 2: Number Bases,2,2,Laptop,298,2026-04-23 21:49:58,Form 4,1,1,kertas1,Flexible Learner,715797,english,2026-04-23 21:45:00,2990,3,17752
25.0,Chapter 7: Measures of Dispersion for Grouped Data,17,2,Mobile,2313,2026-04-23 22:38:33,Form 5,1,6,kertas2,Flexible Learner,715798,english,2026-04-23 22:00:00,2990,8,17752
18.18,Chapter 6: Linear Inequalities in Two Variables,6,2,Desktop,3773,2026-04-24 23:52:53,Form 4,2,9,kertas2,Flexible Learner,715799,english,2026-04-24 22:50:00,2990,11,17752
100.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Laptop,262,2026-04-25 16:14:22,Form 4,1,0,kertas2,Flexible Learner,715800,english,2026-04-25 16:10:00,2990,1,17752
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,3,Tablet,2272,2026-04-30 21:42:52,Form 5,1,3,kertas2,Flexible Learner,715801,english,2026-04-30 21:05:00,2990,6,17752
40.0,Chapter 4: Consumer Mathematics: Taxation,14,2,Tablet,1405,2026-05-01 20:43:25,Form 5,1,3,kertas2,Flexible Learner,715802,english,2026-05-01 20:20:00,2990,5,17752
55.56,Chapter 3: Consumer Mathematics: Insurance,13,5,Desktop,895,2026-05-02 21:34:55,Form 5,4,4,kertas1,Flexible Learner,715803,english,2026-05-02 21:20:00,2990,9,17752
100.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Mobile,261,2026-05-02 21:54:21,Form 4,1,0,kertas2,Flexible Learner,715804,english,2026-05-02 21:50:00,2990,1,17752
70.0,Chapter 6: Linear Inequalities in Two Variables,6,7,Desktop,2940,2026-05-06 22:54:00,Form 4,2,3,kertas2,Flexible Learner,715805,english,2026-05-06 22:05:00,2990,10,17752
66.67,Chapter 7: Measures of Dispersion for Grouped Data,17,4,Desktop,1865,2026-05-10 22:41:05,Form 5,3,2,kertas2,Flexible Learner,715806,english,2026-05-10 22:10:00,2990,6,17752
66.67,Chapter 1: Quadratic Functions and Equations in One Variable,1,4,Mobile,388,2026-02-07 15:26:28,Form 4,3,2,kertas1,Weekend Learner,715807,english,2026-02-07 15:20:00,2991,6,17753
100.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,4,Laptop,403,2026-02-07 20:46:43,Form 5,2,0,kertas2,Weekend Learner,715808,bm,2026-02-07 20:40:00,2991,4,17753
57.14,Chapter 7: Graphs of Motion,7,4,Mobile,733,2026-02-08 11:27:13,Form 4,3,3,kertas1,Weekend Learner,715809,english,2026-02-08 11:15:00,2991,7,17753
100.0,Chapter 1: Variation,11,4,Laptop,351,2026-02-08 11:45:51,Form 5,4,0,kertas1,Weekend Learner,715810,english,2026-02-08 11:40:00,2991,4,17753
60.0,Chapter 2: Matrices,12,3,Laptop,977,2026-02-14 16:56:17,Form 5,2,2,kertas2,Weekend Learner,715811,english,2026-02-14 16:40:00,2991,5,17753
33.33,Chapter 3: Consumer Mathematics: Insurance,13,3,Tablet,827,2026-02-15 20:18:47,Form 5,3,6,kertas1,Weekend Learner,715812,english,2026-02-15 20:05:00,2991,9,17753
100.0,Chapter 3: Consumer Mathematics: Insurance,13,2,Laptop,383,2026-02-21 11:36:23,Form 5,2,0,kertas2,Weekend Learner,715813,english,2026-02-21 11:30:00,2991,2,17753
75.0,Chapter 3: Logical Reasoning,3,3,Desktop,468,2026-02-21 15:07:48,Form 4,3,1,kertas1,Weekend Learner,715814,english,2026-02-21 15:00:00,2991,4,17753
60.0,Chapter 3: Logical Reasoning,3,3,Desktop,946,2026-02-21 15:30:46,Form 4,2,2,kertas2,Weekend Learner,715815,english,2026-02-21 15:15:00,2991,5,17753
100.0,Chapter 2: Number Bases,2,3,Tablet,315,2026-02-21 20:35:15,Form 4,3,0,kertas1,Weekend Learner,715816,english,2026-02-21 20:30:00,2991,3,17753
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Laptop,511,2026-02-22 20:28:31,Form 5,2,2,kertas2,Weekend Learner,715817,english,2026-02-22 20:20:00,2991,4,17753
66.67,Chapter 8: Measures of Dispersion for Ungrouped Data,8,4,Desktop,631,2026-02-28 10:55:31,Form 4,2,2,kertas1,Weekend Learner,715818,english,2026-02-28 10:45:00,2991,6,17753
0.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,0,Laptop,1387,2026-02-28 21:13:07,Form 5,0,3,kertas2,Weekend Learner,715819,english,2026-02-28 20:50:00,2991,3,17753
60.0,Chapter 2: Matrices,12,3,Laptop,300,2026-03-01 11:35:00,Form 5,3,2,kertas1,Weekend Learner,715820,english,2026-03-01 11:30:00,2991,5,17753
0.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,0,Desktop,1318,2026-03-01 16:11:58,Form 5,0,4,kertas2,Weekend Learner,715821,english,2026-03-01 15:50:00,2991,4,17753
20.0,Chapter 9: Probability of Combined Events,9,1,Mobile,550,2026-03-07 20:59:10,Form 4,1,4,kertas1,Weekend Learner,715822,english,2026-03-07 20:50:00,2991,5,17753
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Tablet,365,2026-03-08 15:06:05,Form 5,1,2,kertas2,Weekend Learner,715823,bm,2026-03-08 15:00:00,2991,4,17753
83.33,Chapter 8: Measures of Dispersion for Ungrouped Data,8,5,Desktop,706,2026-03-08 15:56:46,Form 4,5,1,kertas1,Weekend Learner,715824,english,2026-03-08 15:45:00,2991,6,17753
12.5,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Tablet,651,2026-03-14 11:30:51,Form 5,1,7,kertas1,Weekend Learner,715825,bm,2026-03-14 11:20:00,2991,8,17753
33.33,Chapter 8: Measures of Dispersion for Ungrouped Data,8,2,Tablet,539,2026-03-14 16:23:59,Form 4,1,4,kertas1,Weekend Learner,715826,english,2026-03-14 16:15:00,2991,6,17753
50.0,Chapter 5: Network in Graph Theory,5,1,Tablet,421,2026-03-14 20:17:01,Form 4,1,1,kertas2,Weekend Learner,715827,english,2026-03-14 20:10:00,2991,2,17753
50.0,Chapter 9: Probability of Combined Events,9,2,Desktop,879,2026-03-15 10:14:39,Form 4,1,2,kertas2,Weekend Learner,715828,english,2026-03-15 10:00:00,2991,4,17753
50.0,Chapter 2: Matrices,12,2,Laptop,402,2026-03-15 10:46:42,Form 5,2,2,kertas1,Weekend Learner,715829,english,2026-03-15 10:40:00,2991,4,17753
50.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Tablet,290,2026-03-15 20:09:50,Form 4,1,1,kertas2,Weekend Learner,715830,english,2026-03-15 20:05:00,2991,2,17753
50.0,Chapter 9: Probability of Combined Events,9,1,Mobile,256,2026-03-21 15:44:16,Form 4,1,1,kertas2,Weekend Learner,715831,english,2026-03-21 15:40:00,2991,2,17753
28.57,Chapter 4: Consumer Mathematics: Taxation,14,2,Desktop,609,2026-03-26 10:20:09,Form 5,1,5,kertas1,Weekend Learner,715832,bm,2026-03-26 10:10:00,2991,7,17753
62.5,Chapter 4: Operations on Sets,4,5,Laptop,2214,2026-03-28 16:56:54,Form 4,2,3,kertas2,Weekend Learner,715833,english,2026-03-28 16:20:00,2991,8,17753
14.29,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Laptop,616,2026-04-04 15:50:16,Form 5,1,6,kertas1,Weekend Learner,715834,bm,2026-04-04 15:40:00,2991,7,17753
18.18,Chapter 4: Operations on Sets,4,2,Tablet,3720,2026-04-05 11:52:00,Form 4,1,9,kertas2,Weekend Learner,715835,english,2026-04-05 10:50:00,2991,11,17753
100.0,Chapter 7: Graphs of Motion,7,7,Laptop,504,2026-04-05 15:23:24,Form 4,7,0,kertas1,Weekend Learner,715836,english,2026-04-05 15:15:00,2991,7,17753
7.69,Chapter 6: Linear Inequalities in Two Variables,6,1,Tablet,4323,2026-04-11 11:57:03,Form 4,1,12,kertas2,Weekend Learner,715837,english,2026-04-11 10:45:00,2991,13,17753
37.5,Chapter 3: Consumer Mathematics: Insurance,13,3,Laptop,724,2026-04-11 21:02:04,Form 5,2,5,kertas1,Weekend Learner,715838,english,2026-04-11 20:50:00,2991,8,17753
20.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Mobile,1895,2026-04-12 10:51:35,Form 4,1,4,kertas2,Weekend Learner,715839,english,2026-04-12 10:20:00,2991,5,17753
62.5,Chapter 4: Consumer Mathematics: Taxation,14,5,Laptop,2089,2026-04-18 15:44:49,Form 5,3,3,kertas2,Weekend Learner,715840,english,2026-04-18 15:10:00,2991,8,17753
57.14,Chapter 4: Consumer Mathematics: Taxation,14,4,Mobile,545,2026-04-18 16:09:05,Form 5,3,3,kertas1,Weekend Learner,715841,english,2026-04-18 16:00:00,2991,7,17753
75.0,Chapter 4: Consumer Mathematics: Taxation,14,3,Desktop,495,2026-04-19 10:53:15,Form 5,2,1,kertas1,Weekend Learner,715842,english,2026-04-19 10:45:00,2991,4,17753
33.33,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Mobile,597,2026-04-25 20:49:57,Form 5,1,4,kertas1,Weekend Learner,715843,english,2026-04-25 20:40:00,2991,6,17753
0.0,Chapter 4: Operations on Sets,4,0,Mobile,2023,2026-04-26 15:38:43,Form 4,0,6,kertas2,Weekend Learner,715844,english,2026-04-26 15:05:00,2991,6,17753
25.0,Chapter 3: Consumer Mathematics: Insurance,13,1,Desktop,536,2026-04-26 15:18:56,Form 5,1,3,kertas1,Weekend Learner,715845,english,2026-04-26 15:10:00,2991,4,17753
50.0,Chapter 3: Consumer Mathematics: Insurance,13,3,Mobile,1189,2026-04-27 10:34:49,Form 5,1,3,kertas2,Weekend Learner,715846,english,2026-04-27 10:15:00,2991,6,17753
50.0,Chapter 10: Consumer Mathematics: Financial Management,10,4,Mobile,719,2026-05-02 11:31:59,Form 4,4,4,kertas1,Weekend Learner,715847,english,2026-05-02 11:20:00,2991,8,17753
40.0,Chapter 6: Linear Inequalities in Two Variables,6,2,Mobile,486,2026-05-03 10:18:06,Form 4,2,3,kertas1,Weekend Learner,715848,english,2026-05-03 10:10:00,2991,5,17753
75.0,Chapter 4: Operations on Sets,4,3,Tablet,349,2026-05-03 10:35:49,Form 4,2,1,kertas1,Weekend Learner,715849,english,2026-05-03 10:30:00,2991,4,17753
100.0,Chapter 10: Consumer Mathematics: Financial Management,10,4,Laptop,509,2026-05-03 11:13:29,Form 4,2,0,kertas2,Weekend Learner,715850,english,2026-05-03 11:05:00,2991,4,17753
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Laptop,592,2026-05-10 10:09:52,Form 4,2,4,kertas1,Weekend Learner,715851,bm,2026-05-10 10:00:00,2991,6,17753
85.71,Chapter 7: Graphs of Motion,7,6,Laptop,544,2026-02-03 19:29:04,Form 4,5,1,kertas1,Consistent Climber,715852,english,2026-02-03 19:20:00,2992,7,17754
60.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,3,Laptop,1101,2026-02-06 19:18:21,Form 4,2,2,kertas2,Consistent Climber,715853,english,2026-02-06 19:00:00,2992,5,17754
50.0,Chapter 10: Consumer Mathematics: Financial Management,10,2,Desktop,697,2026-02-11 20:41:37,Form 4,1,2,kertas2,Consistent Climber,715854,english,2026-02-11 20:30:00,2992,4,17754
75.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Tablet,461,2026-02-12 20:07:41,Form 4,3,1,kertas1,Consistent Climber,715855,english,2026-02-12 20:00:00,2992,4,17754
83.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,5,Mobile,422,2026-02-12 20:12:02,Form 4,3,1,kertas1,Consistent Climber,715856,english,2026-02-12 20:05:00,2992,6,17754
80.0,Chapter 9: Probability of Combined Events,9,4,Laptop,414,2026-02-16 19:11:54,Form 4,4,1,kertas1,Consistent Climber,715857,english,2026-02-16 19:05:00,2992,5,17754
50.0,Chapter 2: Matrices,12,1,Tablet,382,2026-02-24 19:06:22,Form 5,1,1,kertas2,Consistent Climber,715858,english,2026-02-24 19:00:00,2992,2,17754
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Tablet,1008,2026-02-25 19:21:48,Form 4,1,3,kertas2,Consistent Climber,715859,english,2026-02-25 19:05:00,2992,6,17754
75.0,Chapter 4: Operations on Sets,4,6,Laptop,1732,2026-02-27 22:13:52,Form 4,3,2,kertas2,Consistent Climber,715860,english,2026-02-27 21:45:00,2992,8,17754
45.45,Chapter 4: Consumer Mathematics: Taxation,14,5,Desktop,3558,2026-03-02 21:29:18,Form 5,1,6,kertas2,Consistent Climber,715861,english,2026-03-02 20:30:00,2992,11,17754
