accuracy_percent,attempts,avg_score_ratio_percent,chapter_id,correct_attempts,is_hidden_strong_topic,is_hidden_weak_topic,persona,synthetic_student_index,user_id
83.33,6,83.33,1,5,0,0,Fresh Starter,2033,16795
22.22,9,34.64,5,2,0,1,Fresh Starter,2033,16795
42.86,14,42.86,6,6,0,1,Fresh Starter,2033,16795
29.41,17,40.18,7,5,0,0,Fresh Starter,2033,16795
50.0,2,77.14,8,1,0,0,Fresh Starter,2033,16795
15.38,13,15.38,9,2,0,1,Fresh Starter,2033,16795
0.0,4,0.0,10,0,0,0,Fresh Starter,2033,16795
57.14,7,57.14,11,4,1,0,Fresh Starter,2033,16795
30.0,10,30.0,12,3,0,0,Fresh Starter,2033,16795
14.29,21,12.5,13,3,0,1,Fresh Starter,2033,16795
66.67,6,66.67,15,4,1,0,Fresh Starter,2033,16795
12.5,8,27.5,17,1,0,1,Fresh Starter,2033,16795
42.86,7,75.42,1,3,0,0,Flexible Learner,2034,16796
83.33,6,90.91,2,5,0,0,Flexible Learner,2034,16796
60.0,5,60.0,3,3,0,0,Flexible Learner,2034,16796
34.48,29,56.89,4,10,0,0,Flexible Learner,2034,16796
27.27,11,43.75,5,3,0,0,Flexible Learner,2034,16796
50.0,6,75.42,6,3,0,0,Flexible Learner,2034,16796
28.57,14,59.83,7,4,0,0,Flexible Learner,2034,16796
75.0,4,75.0,8,3,1,0,Flexible Learner,2034,16796
25.0,8,25.0,10,2,0,0,Flexible Learner,2034,16796
33.33,21,41.85,11,7,0,1,Flexible Learner,2034,16796
81.82,11,85.71,12,9,1,0,Flexible Learner,2034,16796
48.0,25,58.82,13,12,0,0,Flexible Learner,2034,16796
31.82,22,31.82,14,7,0,1,Flexible Learner,2034,16796
62.5,8,62.5,15,5,0,0,Flexible Learner,2034,16796
87.5,8,87.5,16,7,1,0,Flexible Learner,2034,16796
25.0,24,25.42,17,6,0,1,Flexible Learner,2034,16796
68.97,29,76.56,1,20,0,0,Deep Focus Learner,2035,16797
50.0,2,80.0,2,1,0,0,Deep Focus Learner,2035,16797
90.0,10,98.0,3,9,1,0,Deep Focus Learner,2035,16797
88.89,9,88.89,4,8,0,0,Deep Focus Learner,2035,16797
71.43,7,71.43,5,5,1,0,Deep Focus Learner,2035,16797
61.54,13,61.54,6,8,0,0,Deep Focus Learner,2035,16797
58.06,31,58.06,7,18,0,0,Deep Focus Learner,2035,16797
66.67,6,66.67,8,4,0,0,Deep Focus Learner,2035,16797
58.33,12,58.33,10,7,0,0,Deep Focus Learner,2035,16797
64.29,14,69.41,11,9,0,1,Deep Focus Learner,2035,16797
50.0,10,50.0,12,5,0,0,Deep Focus Learner,2035,16797
63.33,30,63.33,13,19,0,0,Deep Focus Learner,2035,16797
60.0,5,60.0,14,3,0,0,Deep Focus Learner,2035,16797
80.0,5,80.0,16,4,0,0,Deep Focus Learner,2035,16797
65.22,23,65.22,1,15,0,0,High Achiever,2036,16798
48.48,33,56.36,2,16,0,1,High Achiever,2036,16798
55.56,27,70.7,4,15,0,0,High Achiever,2036,16798
85.71,35,87.89,5,30,0,0,High Achiever,2036,16798
82.61,23,82.61,6,19,1,0,High Achiever,2036,16798
65.79,38,65.79,7,25,0,0,High Achiever,2036,16798
59.26,27,59.26,8,16,0,0,High Achiever,2036,16798
75.0,24,85.29,9,18,0,0,High Achiever,2036,16798
59.09,22,59.09,10,13,0,0,High Achiever,2036,16798
60.87,46,62.5,11,28,0,1,High Achiever,2036,16798
86.36,22,82.76,12,19,0,0,High Achiever,2036,16798
86.67,30,90.77,13,26,1,0,High Achiever,2036,16798
69.23,13,69.23,14,9,0,0,High Achiever,2036,16798
79.31,29,79.31,15,23,0,0,High Achiever,2036,16798
84.21,19,84.21,16,16,0,0,High Achiever,2036,16798
80.39,51,90.11,17,41,1,0,High Achiever,2036,16798
45.83,48,60.43,1,22,0,1,High Achiever,2037,16799
70.0,10,83.18,2,7,0,0,High Achiever,2037,16799
63.04,46,76.25,3,29,0,0,High Achiever,2037,16799
59.26,27,87.58,4,16,1,0,High Achiever,2037,16799
51.67,60,58.58,5,31,0,1,High Achiever,2037,16799
45.0,20,70.94,6,9,0,0,High Achiever,2037,16799
52.63,38,70.53,7,20,0,0,High Achiever,2037,16799
58.33,12,58.33,8,7,0,0,High Achiever,2037,16799
85.71,7,88.89,9,6,1,0,High Achiever,2037,16799
61.54,13,61.54,10,8,0,0,High Achiever,2037,16799
100.0,4,100.0,11,4,0,0,High Achiever,2037,16799
41.18,17,77.54,12,7,0,0,High Achiever,2037,16799
57.14,21,81.37,13,12,0,0,High Achiever,2037,16799
54.55,44,76.21,14,24,0,0,High Achiever,2037,16799
55.88,34,73.25,15,19,0,0,High Achiever,2037,16799
81.48,27,88.39,16,22,0,0,High Achiever,2037,16799
38.46,26,65.11,17,10,0,1,High Achiever,2037,16799
39.13,23,68.95,1,9,0,0,Consistent Climber,2038,16800
66.67,3,75.0,2,2,0,0,Consistent Climber,2038,16800
36.36,11,46.82,3,4,0,0,Consistent Climber,2038,16800
62.07,29,70.26,4,18,1,0,Consistent Climber,2038,16800
17.65,17,54.19,5,3,0,0,Consistent Climber,2038,16800
40.0,25,40.15,6,10,0,1,Consistent Climber,2038,16800
50.0,6,61.92,7,3,0,0,Consistent Climber,2038,16800
37.5,16,38.46,8,6,0,1,Consistent Climber,2038,16800
41.67,12,72.11,9,5,1,0,Consistent Climber,2038,16800
66.67,15,78.83,10,10,0,0,Consistent Climber,2038,16800
35.29,34,42.56,11,12,0,1,Consistent Climber,2038,16800
80.0,5,80.0,12,4,1,0,Consistent Climber,2038,16800
59.38,32,68.89,13,19,0,0,Consistent Climber,2038,16800
33.33,12,63.75,14,4,0,0,Consistent Climber,2038,16800
45.45,11,72.76,15,5,0,0,Consistent Climber,2038,16800
50.0,20,49.58,16,10,0,1,Consistent Climber,2038,16800
66.67,6,66.67,17,4,1,0,Consistent Climber,2038,16800
47.62,21,60.22,1,10,0,0,Consistent Climber,2039,16801
50.0,6,57.92,2,3,0,0,Consistent Climber,2039,16801
14.29,7,39.17,3,1,0,1,Consistent Climber,2039,16801
75.0,4,81.82,5,3,1,0,Consistent Climber,2039,16801
50.0,24,68.97,6,12,0,0,Consistent Climber,2039,16801
34.21,38,52.0,7,13,0,0,Consistent Climber,2039,16801
43.75,16,71.03,8,7,0,0,Consistent Climber,2039,16801
66.67,6,77.78,9,4,0,0,Consistent Climber,2039,16801
58.33,24,68.0,10,14,0,0,Consistent Climber,2039,16801
40.0,5,68.89,11,2,0,0,Consistent Climber,2039,16801
40.91,22,52.14,12,9,0,1,Consistent Climber,2039,16801
40.0,5,73.33,13,2,0,0,Consistent Climber,2039,16801
60.0,10,60.0,14,6,0,0,Consistent Climber,2039,16801
10.0,10,43.26,15,1,0,0,Consistent Climber,2039,16801
41.46,41,46.22,16,17,0,1,Consistent Climber,2039,16801
77.78,9,88.0,17,7,1,0,Consistent Climber,2039,16801
33.33,12,45.23,1,4,0,1,Weekend Learner,2040,16802
40.0,5,64.64,2,2,0,0,Weekend Learner,2040,16802
78.57,14,81.5,3,11,0,0,Weekend Learner,2040,16802
62.5,16,62.5,4,10,0,0,Weekend Learner,2040,16802
85.71,7,85.71,5,6,0,0,Weekend Learner,2040,16802
66.67,15,66.67,6,10,0,0,Weekend Learner,2040,16802
44.44,9,76.0,7,4,0,0,Weekend Learner,2040,16802
64.71,17,64.71,8,11,0,0,Weekend Learner,2040,16802
62.5,8,76.92,9,5,0,0,Weekend Learner,2040,16802
17.65,17,17.65,10,3,0,1,Weekend Learner,2040,16802
80.0,5,91.11,11,4,0,0,Weekend Learner,2040,16802
44.0,25,58.6,12,11,0,1,Weekend Learner,2040,16802
66.67,6,85.0,14,4,1,0,Weekend Learner,2040,16802
20.0,25,26.06,15,5,0,1,Weekend Learner,2040,16802
40.0,15,40.0,16,6,0,0,Weekend Learner,2040,16802
100.0,4,100.0,17,4,1,0,Weekend Learner,2040,16802
33.33,6,33.33,1,2,0,0,Flexible Learner,2041,16803
25.0,4,50.0,2,1,0,0,Flexible Learner,2041,16803
50.0,22,50.0,3,11,0,0,Flexible Learner,2041,16803
15.38,52,22.53,4,8,0,1,Flexible Learner,2041,16803
46.15,13,46.15,7,6,0,0,Flexible Learner,2041,16803
47.06,17,44.44,8,8,0,0,Flexible Learner,2041,16803
0.0,5,22.22,9,0,0,0,Flexible Learner,2041,16803
16.67,24,26.06,10,4,0,1,Flexible Learner,2041,16803
80.0,5,80.0,11,4,0,0,Flexible Learner,2041,16803
15.79,19,15.79,12,3,0,1,Flexible Learner,2041,16803
50.0,4,50.0,13,2,0,0,Flexible Learner,2041,16803
26.67,30,26.19,14,8,0,1,Flexible Learner,2041,16803
16.67,12,25.24,15,2,0,0,Flexible Learner,2041,16803
39.13,23,39.13,16,9,0,0,Flexible Learner,2041,16803
8.0,25,26.53,17,2,0,1,Flexible Learner,2041,16803
50.0,6,50.0,1,3,0,0,Consistent Climber,2042,16804
45.16,31,51.67,2,14,0,1,Consistent Climber,2042,16804
62.5,32,73.42,3,20,1,0,Consistent Climber,2042,16804
25.0,20,42.71,4,5,0,0,Consistent Climber,2042,16804
35.71,14,56.67,5,5,0,0,Consistent Climber,2042,16804
61.54,13,86.0,6,8,0,0,Consistent Climber,2042,16804
33.33,15,51.8,7,5,0,0,Consistent Climber,2042,16804
20.83,24,32.95,8,5,0,1,Consistent Climber,2042,16804
57.89,19,78.57,9,11,1,0,Consistent Climber,2042,16804
66.67,24,81.22,10,16,1,0,Consistent Climber,2042,16804
100.0,4,100.0,11,4,0,0,Consistent Climber,2042,16804
55.17,29,71.12,12,16,0,0,Consistent Climber,2042,16804
61.9,21,62.0,13,13,0,0,Consistent Climber,2042,16804
41.18,17,63.55,14,7,1,0,Consistent Climber,2042,16804
32.14,28,52.93,15,9,0,0,Consistent Climber,2042,16804
77.78,18,85.0,16,14,0,0,Consistent Climber,2042,16804
12.0,25,57.43,17,3,0,0,Consistent Climber,2042,16804
79.17,24,82.5,1,19,0,0,High Achiever,2043,16805
55.0,20,62.93,2,11,0,1,High Achiever,2043,16805
73.91,23,81.2,3,17,0,0,High Achiever,2043,16805
93.33,15,93.33,4,14,1,0,High Achiever,2043,16805
50.0,8,50.0,5,4,0,0,High Achiever,2043,16805
40.0,10,82.67,6,4,0,0,High Achiever,2043,16805
42.86,7,42.86,7,3,0,0,High Achiever,2043,16805
64.44,45,81.9,8,29,0,0,High Achiever,2043,16805
80.95,21,82.61,9,17,1,0,High Achiever,2043,16805
65.85,41,73.06,10,27,0,0,High Achiever,2043,16805
72.0,25,82.42,11,18,0,0,High Achiever,2043,16805
100.0,1,100.0,12,1,0,0,High Achiever,2043,16805
68.75,16,68.75,13,11,0,0,High Achiever,2043,16805
44.44,72,63.56,14,32,0,1,High Achiever,2043,16805
75.0,20,84.88,15,15,0,0,High Achiever,2043,16805
100.0,2,100.0,16,2,0,0,High Achiever,2043,16805
40.0,5,40.0,1,2,0,0,Weekend Learner,2044,16806
50.0,6,50.0,2,3,0,0,Weekend Learner,2044,16806
27.78,18,27.78,3,5,0,0,Weekend Learner,2044,16806
25.0,4,25.0,6,1,0,0,Weekend Learner,2044,16806
14.29,14,25.0,8,2,0,0,Weekend Learner,2044,16806
0.0,5,21.92,9,0,0,1,Weekend Learner,2044,16806
45.45,11,45.45,10,5,0,0,Weekend Learner,2044,16806
0.0,6,0.0,11,0,0,1,Weekend Learner,2044,16806
44.44,9,44.44,12,4,0,0,Weekend Learner,2044,16806
0.0,7,0.0,14,0,0,0,Weekend Learner,2044,16806
16.67,6,16.67,15,1,1,0,Weekend Learner,2044,16806
50.0,6,61.25,16,3,0,1,Weekend Learner,2044,16806
10.0,20,8.05,17,2,0,1,Weekend Learner,2044,16806
27.78,18,57.31,1,5,0,0,Flexible Learner,2045,16807
42.86,7,54.23,2,3,0,0,Flexible Learner,2045,16807
21.05,19,52.63,4,4,0,0,Flexible Learner,2045,16807
17.24,29,26.17,5,5,0,1,Flexible Learner,2045,16807
53.85,13,75.0,6,7,1,0,Flexible Learner,2045,16807
37.5,8,63.24,7,3,0,0,Flexible Learner,2045,16807
33.33,45,39.49,8,15,0,1,Flexible Learner,2045,16807
66.67,12,78.75,10,8,0,0,Flexible Learner,2045,16807
47.06,17,47.06,11,8,1,0,Flexible Learner,2045,16807
77.78,9,77.78,12,7,0,0,Flexible Learner,2045,16807
6.67,15,24.09,13,1,0,1,Flexible Learner,2045,16807
0.0,5,35.0,14,0,0,0,Flexible Learner,2045,16807
43.48,23,70.59,15,10,1,0,Flexible Learner,2045,16807
75.0,4,75.0,16,3,0,0,Flexible Learner,2045,16807
30.0,20,69.79,17,6,1,0,Flexible Learner,2045,16807
84.38,32,86.84,1,27,0,0,Consistent Climber,2046,16808
100.0,9,100.0,2,9,1,0,Consistent Climber,2046,16808
65.0,20,65.0,3,13,0,0,Consistent Climber,2046,16808
36.59,41,49.12,4,15,0,1,Consistent Climber,2046,16808
70.0,20,70.0,6,14,0,0,Consistent Climber,2046,16808
38.46,13,54.44,7,5,0,0,Consistent Climber,2046,16808
54.55,22,80.24,8,12,0,0,Consistent Climber,2046,16808
100.0,7,100.0,9,7,0,0,Consistent Climber,2046,16808
75.0,8,84.17,10,6,0,0,Consistent Climber,2046,16808
53.97,63,59.74,11,34,0,1,Consistent Climber,2046,16808
55.56,9,55.56,12,5,1,0,Consistent Climber,2046,16808
62.96,27,66.67,13,17,0,0,Consistent Climber,2046,16808
42.65,68,49.63,14,29,0,1,Consistent Climber,2046,16808
44.44,9,44.44,16,4,0,0,Consistent Climber,2046,16808
71.43,21,71.43,17,15,0,0,Consistent Climber,2046,16808
9.09,11,9.62,1,1,0,1,Fresh Starter,2047,16809
28.57,7,37.5,3,2,0,1,Fresh Starter,2047,16809
40.0,10,32.0,5,4,0,0,Fresh Starter,2047,16809
0.0,3,17.5,6,0,1,0,Fresh Starter,2047,16809
50.0,4,50.0,7,2,0,0,Fresh Starter,2047,16809
16.67,6,29.69,8,1,1,0,Fresh Starter,2047,16809
57.14,7,66.67,9,4,0,0,Fresh Starter,2047,16809
14.29,7,29.29,10,1,0,0,Fresh Starter,2047,16809
66.67,3,85.0,11,2,0,0,Fresh Starter,2047,16809
25.0,4,31.11,14,1,0,0,Fresh Starter,2047,16809
4.17,24,12.2,15,1,0,1,Fresh Starter,2047,16809
55.56,18,70.45,1,10,0,0,Consistent Climber,2048,16810
41.67,12,41.67,2,5,0,1,Consistent Climber,2048,16810
70.37,27,70.37,3,19,0,0,Consistent Climber,2048,16810
66.67,33,66.67,4,22,0,0,Consistent Climber,2048,16810
75.0,8,83.08,5,6,0,0,Consistent Climber,2048,16810
44.44,9,44.44,6,4,0,0,Consistent Climber,2048,16810
71.05,38,71.05,7,27,0,0,Consistent Climber,2048,16810
46.15,26,64.82,8,12,0,1,Consistent Climber,2048,16810
77.78,9,77.78,9,7,1,0,Consistent Climber,2048,16810
88.89,9,90.0,10,8,0,0,Consistent Climber,2048,16810
55.56,18,63.81,11,10,0,0,Consistent Climber,2048,16810
58.82,51,59.75,12,30,0,1,Consistent Climber,2048,16810
64.29,14,64.29,13,9,0,0,Consistent Climber,2048,16810
83.33,12,83.33,14,10,1,0,Consistent Climber,2048,16810
63.64,22,79.23,15,14,1,0,Consistent Climber,2048,16810
44.26,61,49.62,16,27,0,1,Consistent Climber,2048,16810
73.33,15,73.33,17,11,0,0,Consistent Climber,2048,16810
0.0,3,36.43,1,0,0,0,Deep Focus Learner,2049,16811
60.0,5,77.78,2,3,0,0,Deep Focus Learner,2049,16811
26.09,23,34.66,3,6,0,1,Deep Focus Learner,2049,16811
42.11,19,49.7,4,8,0,0,Deep Focus Learner,2049,16811
75.0,8,75.0,5,6,0,0,Deep Focus Learner,2049,16811
40.0,5,40.0,6,2,0,0,Deep Focus Learner,2049,16811
50.0,12,50.0,7,6,0,0,Deep Focus Learner,2049,16811
33.33,18,54.3,8,6,0,0,Deep Focus Learner,2049,16811
33.33,3,64.44,9,1,0,0,Deep Focus Learner,2049,16811
50.0,18,56.19,11,9,0,1,Deep Focus Learner,2049,16811
22.22,9,37.39,12,2,0,0,Deep Focus Learner,2049,16811
0.0,6,14.74,13,0,0,1,Deep Focus Learner,2049,16811
38.1,21,50.47,14,8,0,0,Deep Focus Learner,2049,16811
48.0,25,61.63,15,12,1,0,Deep Focus Learner,2049,16811
16.67,12,16.67,16,2,0,1,Deep Focus Learner,2049,16811
33.33,6,33.33,17,2,0,0,Deep Focus Learner,2049,16811
62.5,8,68.93,1,5,1,0,Flexible Learner,2050,16812
50.0,6,76.25,2,3,0,0,Flexible Learner,2050,16812
50.0,10,60.71,3,5,0,0,Flexible Learner,2050,16812
25.0,8,25.0,4,2,0,0,Flexible Learner,2050,16812
30.0,10,35.94,5,3,0,0,Flexible Learner,2050,16812
0.0,11,13.64,6,0,0,1,Flexible Learner,2050,16812
66.67,3,87.5,7,2,0,0,Flexible Learner,2050,16812
80.0,5,80.0,9,4,0,0,Flexible Learner,2050,16812
12.5,16,30.75,10,2,0,1,Flexible Learner,2050,16812
18.75,16,21.67,11,3,0,0,Flexible Learner,2050,16812
12.5,8,26.32,12,1,0,0,Flexible Learner,2050,16812
14.29,14,25.17,13,2,0,0,Flexible Learner,2050,16812
25.0,8,64.17,14,2,1,0,Flexible Learner,2050,16812
50.0,4,64.44,15,2,0,0,Flexible Learner,2050,16812
30.43,23,34.44,16,7,0,0,Flexible Learner,2050,16812
23.53,17,46.1,17,4,0,0,Flexible Learner,2050,16812
100.0,1,100.0,1,1,0,1,Fresh Starter,2051,16813
50.0,2,70.0,2,1,1,0,Fresh Starter,2051,16813
42.86,7,42.86,3,3,0,0,Fresh Starter,2051,16813
0.0,14,8.93,4,0,0,1,Fresh Starter,2051,16813
75.0,4,95.45,8,3,0,0,Fresh Starter,2051,16813
50.0,4,71.11,9,2,1,0,Fresh Starter,2051,16813
33.33,3,33.33,10,1,0,1,Fresh Starter,2051,16813
37.5,8,37.5,11,3,0,1,Fresh Starter,2051,16813
0.0,3,50.0,12,0,0,0,Fresh Starter,2051,16813
0.0,2,10.0,13,0,0,1,Fresh Starter,2051,16813
25.0,4,73.33,15,1,0,0,Fresh Starter,2051,16813
29.79,47,32.21,3,14,0,1,Deep Focus Learner,2052,16814
58.33,24,73.18,4,14,0,0,Deep Focus Learner,2052,16814
50.0,10,50.0,5,5,1,0,Deep Focus Learner,2052,16814
37.5,8,50.0,7,3,0,0,Deep Focus Learner,2052,16814
50.0,10,68.33,8,5,0,0,Deep Focus Learner,2052,16814
60.0,5,60.0,9,3,0,0,Deep Focus Learner,2052,16814
54.55,11,54.55,10,6,0,0,Deep Focus Learner,2052,16814
0.0,4,0.0,11,0,0,0,Deep Focus Learner,2052,16814
53.33,15,76.43,12,8,0,0,Deep Focus Learner,2052,16814
42.86,7,42.86,14,3,0,1,Deep Focus Learner,2052,16814
75.0,4,75.0,15,3,1,0,Deep Focus Learner,2052,16814
66.67,9,66.67,16,6,0,0,Deep Focus Learner,2052,16814
25.0,4,25.0,17,1,0,0,Deep Focus Learner,2052,16814
50.0,12,50.0,1,6,0,0,Flexible Learner,2053,16815
60.0,5,75.56,2,3,0,0,Flexible Learner,2053,16815
25.0,12,25.0,3,3,0,0,Flexible Learner,2053,16815
40.0,15,40.0,4,6,0,0,Flexible Learner,2053,16815
69.23,13,73.33,5,9,0,0,Flexible Learner,2053,16815
15.79,19,23.46,6,3,0,1,Flexible Learner,2053,16815
15.38,26,15.38,7,4,0,1,Flexible Learner,2053,16815
33.33,12,45.45,8,4,0,0,Flexible Learner,2053,16815
11.11,9,11.11,9,1,0,0,Flexible Learner,2053,16815
27.03,37,28.72,10,10,0,0,Flexible Learner,2053,16815
45.45,11,47.5,11,5,0,0,Flexible Learner,2053,16815
40.0,5,40.0,12,2,1,0,Flexible Learner,2053,16815
37.5,16,37.5,13,6,0,0,Flexible Learner,2053,16815
25.0,8,47.69,14,2,0,0,Flexible Learner,2053,16815
8.82,34,15.77,15,3,0,1,Flexible Learner,2053,16815
80.0,5,80.0,16,4,0,0,Flexible Learner,2053,16815
27.27,11,40.52,17,3,0,0,Flexible Learner,2053,16815
20.0,15,20.0,1,3,0,0,Fresh Starter,2054,16816
33.33,3,33.33,2,1,0,0,Fresh Starter,2054,16816
0.0,4,31.25,3,0,0,0,Fresh Starter,2054,16816
50.0,6,50.0,4,3,0,0,Fresh Starter,2054,16816
0.0,4,0.0,5,0,0,0,Fresh Starter,2054,16816
60.0,10,60.0,6,6,1,0,Fresh Starter,2054,16816
25.0,8,54.76,7,2,0,0,Fresh Starter,2054,16816
40.0,10,40.0,10,4,0,1,Fresh Starter,2054,16816
66.67,6,66.67,11,4,0,0,Fresh Starter,2054,16816
60.0,5,60.0,12,3,0,0,Fresh Starter,2054,16816
50.0,16,50.0,14,8,0,0,Fresh Starter,2054,16816
14.29,14,14.29,15,2,0,1,Fresh Starter,2054,16816
54.55,11,54.55,17,6,1,0,Fresh Starter,2054,16816
100.0,1,100.0,1,1,0,0,High Achiever,2055,16817
90.0,10,91.67,2,9,1,0,High Achiever,2055,16817
73.17,41,79.15,3,30,0,1,High Achiever,2055,16817
66.67,9,66.67,4,6,0,0,High Achiever,2055,16817
50.0,16,73.46,5,8,0,0,High Achiever,2055,16817
53.33,15,85.71,6,8,0,0,High Achiever,2055,16817
86.67,15,91.0,7,13,0,0,High Achiever,2055,16817
50.0,4,86.67,8,2,1,0,High Achiever,2055,16817
87.5,16,88.89,9,14,0,0,High Achiever,2055,16817
100.0,2,100.0,10,2,0,0,High Achiever,2055,16817
89.66,29,94.55,11,26,0,0,High Achiever,2055,16817
66.1,59,75.11,12,39,0,1,High Achiever,2055,16817
85.0,20,90.0,14,17,0,0,High Achiever,2055,16817
55.81,43,76.3,15,24,0,1,High Achiever,2055,16817
80.65,31,81.82,16,25,0,0,High Achiever,2055,16817
59.52,84,74.33,17,50,0,1,High Achiever,2055,16817
36.76,68,39.0,1,25,0,1,Consistent Climber,2056,16818
64.71,17,74.84,2,11,0,0,Consistent Climber,2056,16818
71.43,7,71.43,3,5,0,0,Consistent Climber,2056,16818
40.0,5,40.0,4,2,0,0,Consistent Climber,2056,16818
21.74,23,21.82,5,5,0,1,Consistent Climber,2056,16818
69.57,23,72.58,6,16,0,0,Consistent Climber,2056,16818
62.5,16,65.0,7,10,0,0,Consistent Climber,2056,16818
50.0,18,50.0,8,9,0,0,Consistent Climber,2056,16818
40.0,20,40.0,9,8,0,0,Consistent Climber,2056,16818
63.64,11,63.64,10,7,1,0,Consistent Climber,2056,16818
26.56,64,34.75,11,17,0,1,Consistent Climber,2056,16818
53.85,26,61.61,12,14,0,0,Consistent Climber,2056,16818
58.82,17,65.0,13,10,0,0,Consistent Climber,2056,16818
51.72,29,54.69,14,15,0,0,Consistent Climber,2056,16818
42.86,14,42.86,15,6,0,0,Consistent Climber,2056,16818
53.33,15,69.47,16,8,1,0,Consistent Climber,2056,16818
55.0,20,55.0,17,11,0,0,Consistent Climber,2056,16818
50.0,16,50.0,1,8,0,0,Flexible Learner,2057,16819
66.67,3,86.67,2,2,1,0,Flexible Learner,2057,16819
42.86,21,53.12,3,9,0,0,Flexible Learner,2057,16819
31.03,29,31.03,4,9,0,1,Flexible Learner,2057,16819
14.29,14,14.29,5,2,0,1,Flexible Learner,2057,16819
60.0,5,60.0,6,3,0,0,Flexible Learner,2057,16819
85.71,7,85.71,7,6,1,0,Flexible Learner,2057,16819
60.0,15,60.0,8,9,0,0,Flexible Learner,2057,16819
62.5,40,69.15,10,25,0,0,Flexible Learner,2057,16819
37.5,8,37.5,11,3,0,0,Flexible Learner,2057,16819
56.25,16,63.16,12,9,0,1,Flexible Learner,2057,16819
45.83,24,66.86,14,11,0,0,Flexible Learner,2057,16819
37.5,8,44.44,15,3,0,0,Flexible Learner,2057,16819
75.0,4,75.0,17,3,0,0,Flexible Learner,2057,16819
33.33,6,64.29,1,2,0,0,Flexible Learner,2058,16820
66.67,3,66.67,2,2,0,1,Flexible Learner,2058,16820
62.5,8,81.67,3,5,1,0,Flexible Learner,2058,16820
58.33,12,73.33,4,7,1,0,Flexible Learner,2058,16820
54.55,11,54.55,5,6,0,0,Flexible Learner,2058,16820
0.0,4,39.5,7,0,0,0,Flexible Learner,2058,16820
31.25,16,67.56,8,5,0,0,Flexible Learner,2058,16820
80.0,5,80.0,9,4,0,0,Flexible Learner,2058,16820
60.0,10,71.67,10,6,0,0,Flexible Learner,2058,16820
66.67,3,84.62,12,2,0,0,Flexible Learner,2058,16820
50.0,4,82.0,13,2,0,0,Flexible Learner,2058,16820
45.45,11,43.75,14,5,0,1,Flexible Learner,2058,16820
63.64,22,62.5,16,14,0,1,Flexible Learner,2058,16820
34.38,32,39.15,17,11,0,1,Flexible Learner,2058,16820
33.33,6,60.83,2,2,1,0,Weekend Learner,2059,16821
27.27,11,50.87,4,3,0,0,Weekend Learner,2059,16821
35.29,17,54.62,5,6,0,0,Weekend Learner,2059,16821
50.0,6,69.38,8,3,0,0,Weekend Learner,2059,16821
60.0,5,60.0,9,3,0,0,Weekend Learner,2059,16821
0.0,3,28.12,10,0,0,0,Weekend Learner,2059,16821
25.0,16,35.2,11,4,0,1,Weekend Learner,2059,16821
80.0,5,80.0,12,4,0,0,Weekend Learner,2059,16821
55.56,9,55.56,13,5,0,0,Weekend Learner,2059,16821
50.0,2,84.0,14,1,0,0,Weekend Learner,2059,16821
100.0,2,100.0,15,2,0,0,Weekend Learner,2059,16821
50.0,14,59.0,16,7,0,1,Weekend Learner,2059,16821
100.0,6,100.0,17,6,0,0,Weekend Learner,2059,16821
85.71,21,87.5,1,18,1,0,Consistent Climber,2060,16822
66.67,6,66.67,2,4,0,0,Consistent Climber,2060,16822
85.71,28,87.5,3,24,1,0,Consistent Climber,2060,16822
53.85,39,78.62,4,21,0,0,Consistent Climber,2060,16822
67.86,28,76.76,5,19,1,0,Consistent Climber,2060,16822
48.28,58,58.27,6,28,0,1,Consistent Climber,2060,16822
0.0,4,0.0,7,0,0,0,Consistent Climber,2060,16822
50.0,6,50.0,8,3,0,0,Consistent Climber,2060,16822
64.0,25,70.31,9,16,0,1,Consistent Climber,2060,16822
66.67,48,76.14,10,32,0,0,Consistent Climber,2060,16822
63.64,22,63.64,11,14,0,0,Consistent Climber,2060,16822
57.14,14,69.17,12,8,0,1,Consistent Climber,2060,16822
50.0,4,50.0,13,2,1,0,Consistent Climber,2060,16822
55.56,18,82.76,14,10,0,0,Consistent Climber,2060,16822
65.71,35,73.66,15,23,0,0,Consistent Climber,2060,16822
50.0,38,54.37,16,19,0,1,Consistent Climber,2060,16822
73.33,15,79.52,17,11,0,0,Consistent Climber,2060,16822
14.29,7,30.0,1,1,0,1,Fresh Starter,2061,16823
14.29,14,14.29,3,2,0,0,Fresh Starter,2061,16823
20.0,5,20.0,5,1,0,1,Fresh Starter,2061,16823
20.0,5,36.36,10,1,0,0,Fresh Starter,2061,16823
40.0,5,56.92,14,2,1,0,Fresh Starter,2061,16823
37.5,8,37.5,15,3,0,0,Fresh Starter,2061,16823
7.14,28,10.17,16,2,0,1,Fresh Starter,2061,16823
73.91,46,78.57,1,34,0,0,High Achiever,2062,16824
66.67,6,66.67,2,4,0,0,High Achiever,2062,16824
58.44,77,67.03,3,45,0,1,High Achiever,2062,16824
77.78,18,77.78,4,14,0,0,High Achiever,2062,16824
82.76,29,82.76,5,24,0,0,High Achiever,2062,16824
85.0,20,85.0,6,17,0,0,High Achiever,2062,16824
79.49,39,79.49,7,31,0,0,High Achiever,2062,16824
86.96,23,86.96,8,20,0,0,High Achiever,2062,16824
62.5,16,65.79,9,10,0,0,High Achiever,2062,16824
93.75,16,95.24,10,15,1,0,High Achiever,2062,16824
