active_day_ratio,active_days,active_days_last_7_days,avg_session_minutes,avg_time_per_question,evening_session_ratio,max_streak,pattern_label,persona,questions_per_session,recent_active_day_ratio,session_growth_ratio,sessions_last_7_days,sessions_previous_7_days,study_minutes_last_7_days,study_minutes_previous_7_days,synthetic_student_index,total_questions,total_sessions,total_study_minutes,user_id,weekend_session_ratio
0.8929,25,1,9.74,88.4,1.0,3,Deep Focus Learner,Deep Focus Learner,5.39,1.0,0.0,1,1,8.18,10.17,2487,151,28,272.73,17249,0.4286
0.6,18,1,10.37,94.49,0.1667,2,Weekend Learner,Weekend Learner,5.4,1.0,0.0,1,1,10.47,11.15,2488,162,30,310.97,17250,1.0
0.6825,43,2,11.6,111.65,1.0,4,Consistent Climber,Consistent Climber,5.22,0.6667,-0.4,3,5,48.73,49.13,2489,329,63,730.95,17251,0.0
1.0,16,0,16.72,158.71,0.875,3,Fresh Starter,Fresh Starter,5.69,0,-1.0,0,1,0.0,54.22,2490,91,16,267.57,17252,0.1875
0.8302,44,4,10.11,89.73,0.8491,6,Flexible Learner,Flexible Learner,5.57,0.8,0.6667,5,3,37.6,25.08,2491,295,53,536.08,17253,0.3585
0.8485,28,2,10.36,91.23,1.0,3,Deep Focus Learner,Deep Focus Learner,5.55,1.0,-0.3333,2,3,37.32,28.95,2492,183,33,341.82,17254,0.2424
0.6111,22,3,13.44,134.67,0.1944,3,Weekend Learner,Weekend Learner,5.17,0.75,1.0,4,2,53.08,14.58,2493,186,36,483.9,17255,0.9444
0.9259,25,2,9.89,106.07,1.0,3,Deep Focus Learner,Deep Focus Learner,4.56,1.0,2,2,0,18.17,0.0,2494,123,27,266.93,17256,0.2222
0.5,22,1,11.47,104.8,0.1818,2,Weekend Learner,Weekend Learner,5.59,0.5,-0.5,2,4,32.35,45.25,2495,246,44,504.83,17257,1.0
0.8095,34,1,10.65,93.06,0.7619,4,Flexible Learner,Flexible Learner,5.62,1.0,-0.6667,1,3,8.43,20.73,2496,236,42,447.33,17258,0.3095
0.5641,22,2,9.84,95.3,0.2564,2,Weekend Learner,Weekend Learner,5.0,0.5,1.0,4,2,50.82,14.02,2497,195,39,383.77,17259,0.9744
0.8889,40,4,18.88,194.91,0.7111,4,Flexible Learner,Flexible Learner,5.22,1.0,3.0,4,1,96.47,11.97,2498,235,45,849.42,17260,0.3556
0.6,18,2,13.91,156.52,0.2667,2,Weekend Learner,Weekend Learner,4.57,0.3333,6,6,0,45.77,0.0,2499,137,30,417.23,17261,0.9667
0.5974,46,3,17.0,176.83,1.0,5,Consistent Climber,Consistent Climber,5.13,0.5,0.0,6,6,54.87,96.0,2500,395,77,1308.63,17262,0.0
0.7174,33,2,16.05,154.33,1.0,4,Consistent Climber,Consistent Climber,5.52,0.6667,0.5,3,2,25.95,32.43,2501,254,46,738.28,17263,0.0
0.5823,46,3,11.76,109.84,1.0,5,Consistent Climber,Consistent Climber,5.37,0.6,0.0,5,5,41.42,43.12,2502,424,79,929.33,17264,0.0
0.8125,26,3,10.2,96.18,1.0,3,Deep Focus Learner,Deep Focus Learner,5.34,1.0,2.0,3,1,23.6,7.88,2503,171,32,326.35,17265,0.2188
0.6,48,4,15.33,154.98,1.0,5,Consistent Climber,Consistent Climber,5.21,0.5,0.0,8,8,96.57,92.72,2504,417,80,1226.37,17266,0.0
0.7292,35,2,12.2,104.78,1.0,3,Consistent Climber,Consistent Climber,6.02,0.6667,-0.4,3,5,35.15,44.65,2505,289,48,585.52,17267,0.0
0.5844,45,3,14.56,167.6,1.0,4,Consistent Climber,Consistent Climber,4.6,1.0,-0.5714,3,7,45.38,100.48,2506,354,77,1121.12,17268,0.0
0.7818,43,3,15.37,148.78,1.0,4,High Achiever,High Achiever,5.49,1.0,0.0,3,3,57.37,36.7,2507,302,55,845.25,17269,0.2
0.8049,33,2,14.86,151.6,0.8293,4,Flexible Learner,Flexible Learner,5.15,0.6667,0.5,3,2,62.95,20.87,2508,211,41,609.43,17270,0.3171
0.72,18,2,22.67,220.91,0.28,2,Weekend Learner,Weekend Learner,5.6,1.0,-0.3333,2,3,21.47,74.13,2509,140,25,566.85,17271,1.0
0.8571,24,1,18.15,171.09,0.6429,3,Flexible Learner,Flexible Learner,5.68,0.5,-0.3333,2,3,61.95,24.87,2510,159,28,508.13,17272,0.25
0.6071,17,2,14.99,143.06,0.25,2,Weekend Learner,Weekend Learner,5.5,0.4,4.0,5,1,72.32,14.32,2511,154,28,419.65,17273,1.0
0.678,40,3,11.1,109.82,1.0,4,Consistent Climber,Consistent Climber,5.08,0.5,0.2,6,5,58.28,42.53,2512,300,59,654.98,17274,0.0
0.6203,49,3,11.9,109.58,1.0,5,High Achiever,High Achiever,5.49,0.75,-0.5,4,8,29.82,107.55,2513,434,79,940.0,17275,0.0633
0.6471,22,2,12.5,119.82,0.2647,2,Weekend Learner,Weekend Learner,5.35,0.5,1.0,4,2,53.8,17.62,2514,182,34,425.13,17276,1.0
0.9118,31,3,12.32,120.99,0.7059,4,Flexible Learner,Flexible Learner,5.09,1.0,0.0,3,3,48.88,26.63,2515,173,34,418.73,17277,0.1176
0.8333,20,1,11.84,101.23,1.0,4,Deep Focus Learner,Deep Focus Learner,5.79,1.0,-0.5,1,2,8.23,18.98,2516,139,24,284.12,17278,0.4583
0.5588,19,1,10.24,94.77,0.1765,2,Weekend Learner,Weekend Learner,5.44,1.0,-0.5,1,2,6.03,15.47,2517,185,34,348.03,17279,0.9706
1.0,13,0,11.01,95.32,0.6923,2,Fresh Starter,Fresh Starter,5.54,0,0,0,0,0.0,0.0,2518,72,13,143.12,17280,0.3846
1.0,17,2,15.66,156.29,0.6471,2,Fresh Starter,Fresh Starter,5.24,1.0,-0.3333,2,3,25.45,60.45,2519,89,17,266.15,17281,0.1765
0.4865,18,1,11.96,122.66,0.2432,2,Weekend Learner,Weekend Learner,4.97,1.0,1,1,0,14.43,0.0,2520,184,37,442.68,17282,0.973
0.9688,31,3,11.56,108.77,0.7188,3,Flexible Learner,Flexible Learner,5.25,1.0,0.5,3,2,70.78,12.8,2521,168,32,369.8,17283,0.3438
1.0,15,1,9.5,86.91,0.6667,2,Fresh Starter,Fresh Starter,5.2,1.0,-0.5,1,2,10.18,15.48,2522,78,15,142.57,17284,0.3333
1.0,14,0,14.33,123.1,0.7143,2,Fresh Starter,Fresh Starter,6.0,0,0,0,0,0.0,0.0,2523,84,14,200.63,17285,0.2857
1.0,9,0,23.18,209.56,0.7778,2,Fresh Starter,Fresh Starter,6.0,0,-1.0,0,2,0.0,33.42,2524,54,9,208.62,17286,0.3333
0.7727,17,1,14.95,151.97,0.2727,2,Weekend Learner,Weekend Learner,5.09,1.0,1,1,0,9.07,0.0,2525,112,22,328.8,17287,0.9545
0.8571,18,1,19.43,172.38,1.0,2,Deep Focus Learner,Deep Focus Learner,6.05,1.0,0.0,1,1,5.98,23.68,2526,127,21,408.12,17288,0.1905
0.6207,18,2,17.92,181.98,0.1379,2,Weekend Learner,Weekend Learner,5.24,0.2857,2.5,7,2,114.98,52.02,2527,152,29,519.72,17289,0.931
1.0,21,1,10.21,93.91,0.7143,2,Fresh Starter,Fresh Starter,5.24,1.0,0.0,1,1,5.88,3.9,2528,110,21,214.38,17290,0.2381
1.0,18,0,14.62,146.38,0.5,3,Fresh Starter,Fresh Starter,5.28,0,-1.0,0,1,0.0,9.95,2529,95,18,263.12,17291,0.5
0.8696,20,2,15.32,151.78,1.0,2,Deep Focus Learner,Deep Focus Learner,5.3,1.0,2,2,0,30.18,0.0,2530,122,23,352.27,17292,0.2174
0.72,18,0,13.57,146.91,0.12,2,Weekend Learner,Weekend Learner,4.88,0,-1.0,0,2,0.0,43.3,2531,122,25,339.15,17293,0.96
0.5714,16,2,13.9,134.57,0.1429,2,Weekend Learner,Weekend Learner,5.32,0.6667,-0.25,3,4,52.68,57.35,2532,149,28,389.07,17294,1.0
0.775,31,2,10.54,107.0,0.825,3,Flexible Learner,Flexible Learner,4.8,1.0,-0.3333,2,3,10.15,21.53,2533,192,40,421.57,17295,0.225
0.6053,23,1,13.93,144.29,0.1842,2,Weekend Learner,Weekend Learner,5.0,0.5,-0.3333,2,3,62.47,27.42,2534,190,38,529.35,17296,0.9474
0.4583,22,2,17.04,179.31,0.1875,2,Weekend Learner,Weekend Learner,5.04,0.3333,5.0,6,1,147.87,7.73,2535,242,48,817.82,17297,1.0
0.9286,26,1,10.49,89.39,0.8214,4,Flexible Learner,Flexible Learner,5.75,1.0,-0.5,1,2,7.77,17.37,2536,161,28,293.62,17298,0.1786
0.5921,45,2,14.98,146.81,1.0,5,Consistent Climber,Consistent Climber,5.36,0.6667,-0.5,3,6,16.07,79.07,2537,407,76,1138.23,17299,0.0
0.8333,20,2,11.44,102.99,1.0,2,Deep Focus Learner,Deep Focus Learner,5.58,1.0,-0.3333,2,3,18.72,22.52,2538,134,24,274.5,17300,0.4583
0.5769,45,2,10.36,94.33,1.0,5,Consistent Climber,Consistent Climber,5.28,0.6667,-0.625,3,8,31.18,69.67,2539,412,78,807.88,17301,0.0
0.75,42,4,13.17,129.23,1.0,3,Consistent Climber,Consistent Climber,5.18,1.0,0.3333,4,3,38.05,32.52,2540,290,56,737.68,17302,0.0
0.7179,28,3,14.38,141.39,0.7949,5,Flexible Learner,Flexible Learner,5.36,1.0,0.0,3,3,24.77,27.17,2541,209,39,560.85,17303,0.2564
1.0,23,2,14.06,163.21,0.6957,4,Fresh Starter,Fresh Starter,4.48,1.0,2,2,0,14.57,0.0,2542,103,23,323.3,17304,0.1304
0.7308,38,3,16.77,144.42,1.0,3,Consistent Climber,Consistent Climber,6.23,1.0,0.0,3,3,59.88,22.12,2543,324,52,871.98,17305,0.0
1.0,11,1,9.96,92.9,0.7273,1,Fresh Starter,Fresh Starter,5.36,1.0,1,1,0,10.07,0.0,2544,59,11,109.58,17306,0.3636
0.963,26,1,17.93,169.43,1.0,3,Deep Focus Learner,Deep Focus Learner,5.63,0.5,-0.3333,2,3,43.12,35.27,2545,152,27,483.98,17307,0.4074
1.0,9,0,10.91,97.23,0.7778,1,Fresh Starter,Fresh Starter,5.78,0,0,0,0,0.0,0.0,2546,52,9,98.22,17308,0.0
0.6866,46,1,16.71,163.45,1.0,5,Consistent Climber,Consistent Climber,5.45,0.5,-0.5,2,4,28.45,87.3,2547,365,67,1119.78,17309,0.0
0.8182,27,2,10.78,108.83,1.0,2,Deep Focus Learner,Deep Focus Learner,4.94,1.0,0.0,2,2,31.93,18.13,2548,163,33,355.88,17310,0.2727
0.9375,30,3,10.12,94.91,1.0,3,Deep Focus Learner,Deep Focus Learner,5.25,1.0,-0.25,3,4,18.37,43.4,2549,168,32,323.78,17311,0.1562
0.5625,27,2,13.12,118.69,0.2083,3,Weekend Learner,Weekend Learner,5.77,0.5,0.0,4,4,41.03,37.02,2550,277,48,629.57,17312,0.9792
1.0,19,2,13.33,134.55,0.7895,3,Fresh Starter,Fresh Starter,4.95,1.0,-0.5,2,4,59.87,36.65,2551,94,19,253.25,17313,0.1579
0.5714,44,2,13.9,122.7,1.0,5,Consistent Climber,Consistent Climber,5.94,1.0,-0.75,2,8,21.78,101.6,2552,457,77,1070.45,17314,0.0
0.6364,14,0,13.33,124.5,0.3182,2,Weekend Learner,Weekend Learner,5.64,0,0,0,0,0.0,0.0,2553,124,22,293.33,17315,0.9545
0.8919,33,3,10.11,88.84,1.0,3,Deep Focus Learner,Deep Focus Learner,5.54,0.75,-0.2,4,5,31.0,49.87,2554,205,37,373.97,17316,0.4054
0.92,23,1,11.94,107.42,1.0,3,Deep Focus Learner,Deep Focus Learner,5.56,1.0,0.0,1,1,11.25,8.37,2555,139,25,298.45,17317,0.28
0.6329,50,3,15.97,158.43,1.0,5,Consistent Climber,Consistent Climber,5.38,0.75,-0.5556,4,9,56.92,107.87,2556,425,79,1261.57,17318,0.0
0.7838,29,3,11.18,103.71,1.0,2,Deep Focus Learner,Deep Focus Learner,5.46,0.75,4,4,0,101.7,0.0,2557,202,37,413.55,17319,0.2432
0.697,46,4,14.28,149.5,1.0,3,Consistent Climber,Consistent Climber,4.98,0.8,0.6667,5,3,77.93,27.0,2558,329,66,942.47,17320,0.0
1.0,20,2,8.5,89.36,0.55,3,Fresh Starter,Fresh Starter,4.55,1.0,-0.3333,2,3,14.08,27.13,2559,91,20,169.92,17321,0.2
0.6923,54,4,16.08,164.08,1.0,5,Consistent Climber,Consistent Climber,5.19,0.8,-0.375,5,8,65.18,163.6,2560,405,78,1253.87,17322,0.0
0.825,33,2,11.3,97.45,0.7,3,Flexible Learner,Flexible Learner,5.85,0.6667,0.0,3,3,29.23,24.48,2561,234,40,452.17,17323,0.225
1.0,20,1,11.19,101.6,0.65,2,Fresh Starter,Fresh Starter,5.5,1.0,1,1,0,5.63,0.0,2562,110,20,223.8,17324,0.4
0.8372,36,1,16.48,161.15,0.8837,5,Flexible Learner,Flexible Learner,5.42,1.0,-0.75,1,4,9.85,48.2,2563,233,43,708.65,17325,0.2791
0.7805,32,4,10.2,92.24,0.7073,4,Flexible Learner,Flexible Learner,5.44,0.5,1.0,8,4,106.53,29.83,2564,223,41,418.3,17326,0.2683
0.8636,38,2,9.64,83.62,0.8182,5,Flexible Learner,Flexible Learner,5.61,0.6667,-0.4,3,5,26.85,43.88,2565,247,44,424.2,17327,0.1818
0.7879,26,2,11.42,89.64,0.8182,3,Flexible Learner,Flexible Learner,6.3,1.0,-0.5,2,4,24.73,32.58,2566,208,33,376.92,17328,0.2424
1.0,15,1,10.18,97.66,0.4667,2,Fresh Starter,Fresh Starter,5.13,1.0,0.0,1,1,9.95,7.45,2567,77,15,152.73,17329,0.2
0.875,28,3,10.38,93.61,1.0,2,Deep Focus Learner,Deep Focus Learner,5.47,1.0,0.5,3,2,28.75,23.2,2568,175,32,332.02,17330,0.3125
0.6613,41,1,10.74,91.62,1.0,4,Consistent Climber,Consistent Climber,5.81,1.0,-0.875,1,8,3.8,126.03,2569,360,62,666.17,17331,0.0
1.0,10,0,8.1,76.92,0.7,2,Fresh Starter,Fresh Starter,4.9,0,0,0,0,0.0,0.0,2570,49,10,80.95,17332,0.3
0.8293,34,3,12.26,118.53,0.7317,3,Flexible Learner,Flexible Learner,5.34,0.6,0.6667,5,3,38.8,27.77,2571,219,41,502.62,17333,0.4634
0.7097,22,3,15.64,166.78,0.2258,2,Weekend Learner,Weekend Learner,4.97,1.0,0.0,3,3,57.02,28.92,2572,154,31,484.87,17334,0.9677
0.6515,43,4,12.35,111.58,1.0,5,Consistent Climber,Consistent Climber,5.61,0.8,-0.2857,5,7,37.72,101.6,2573,370,66,815.15,17335,0.0
0.8409,37,2,13.99,127.61,0.6364,4,Flexible Learner,Flexible Learner,5.7,1.0,2,2,0,21.72,0.0,2574,251,44,615.62,17336,0.3636
0.9286,26,3,10.79,106.15,0.8214,3,Flexible Learner,Flexible Learner,5.18,1.0,2.0,3,1,19.02,10.92,2575,145,28,301.98,17337,0.3571
0.8649,32,1,14.27,160.24,1.0,3,Deep Focus Learner,Deep Focus Learner,4.65,1.0,-0.75,1,4,12.2,40.57,2576,172,37,528.05,17338,0.2432
0.84,21,3,10.88,92.49,0.12,2,Weekend Learner,Weekend Learner,5.76,1.0,0.5,3,2,26.83,21.07,2577,144,25,271.9,17339,0.88
0.625,45,3,14.73,144.56,1.0,4,Consistent Climber,Consistent Climber,5.32,1.0,-0.625,3,8,42.65,99.55,2578,383,72,1060.7,17340,0.0
0.8333,15,0,13.11,127.86,1.0,2,Deep Focus Learner,Deep Focus Learner,5.22,0,-1.0,0,2,0.0,9.62,2579,94,18,235.97,17341,0.3333
0.5952,25,3,11.83,104.26,0.3095,3,Weekend Learner,Weekend Learner,5.79,0.75,1.0,4,2,33.23,66.5,2580,243,42,496.92,17342,0.9524
1.0,18,2,10.47,92.81,0.5556,2,Fresh Starter,Fresh Starter,5.61,1.0,0.0,2,2,20.18,21.62,2581,101,18,188.55,17343,0.1667
0.6087,42,5,10.27,93.02,1.0,4,Consistent Climber,Consistent Climber,5.41,0.7143,1.3333,7,3,65.62,29.32,2582,373,69,708.55,17344,0.0
0.7826,18,0,11.65,102.78,0.1304,2,Weekend Learner,Weekend Learner,5.74,0,-1.0,0,2,0.0,13.5,2583,132,23,267.97,17345,1.0
1.0,18,0,11.58,99.4,0.6111,2,Fresh Starter,Fresh Starter,5.83,0,-1.0,0,1,0.0,8.05,2584,105,18,208.42,17346,0.1667
0.7115,37,3,11.47,105.35,1.0,5,Consistent Climber,Consistent Climber,5.4,0.6,0.25,5,4,42.92,28.95,2585,281,52,596.52,17347,0.0
0.6452,20,2,10.2,90.79,0.2258,2,Weekend Learner,Weekend Learner,5.48,0.4,0.25,5,4,48.45,35.25,2586,170,31,316.3,17348,1.0
0.9,27,5,10.06,94.48,1.0,3,Deep Focus Learner,Deep Focus Learner,5.23,1.0,4.0,5,1,58.58,8.65,2587,157,30,301.77,17349,0.2333
0.95,19,1,10.08,93.12,1.0,3,Deep Focus Learner,Deep Focus Learner,5.25,1.0,1,1,0,10.17,0.0,2588,105,20,201.52,17350,0.2
0.6667,18,1,13.2,121.89,0.1481,2,Weekend Learner,Weekend Learner,5.59,0.5,-0.3333,2,3,37.0,23.22,2589,151,27,356.3,17351,1.0
0.7778,35,2,11.31,101.04,1.0,3,Consistent Climber,Consistent Climber,5.51,1.0,0.0,2,2,16.68,21.47,2590,248,45,508.82,17352,0.0
1.0,22,2,9.65,82.53,0.6364,5,Fresh Starter,Fresh Starter,5.64,1.0,-0.6,2,5,15.55,45.07,2591,124,22,212.37,17353,0.4091
0.7941,27,2,14.37,133.9,1.0,4,Deep Focus Learner,Deep Focus Learner,5.5,1.0,0.0,2,2,26.6,15.03,2592,187,34,488.65,17354,0.2941
0.75,51,3,11.63,107.29,1.0,6,High Achiever,High Achiever,5.47,1.0,-0.4,3,5,23.72,48.8,2593,372,68,790.68,17355,0.1471
1.0,9,0,8.33,72.1,0.5556,1,Fresh Starter,Fresh Starter,5.56,0,-1.0,0,1,0.0,9.02,2594,50,9,74.98,17356,0.4444
1.0,24,1,10.5,97.54,0.75,4,Fresh Starter,Fresh Starter,5.33,1.0,-0.5,1,2,8.33,15.55,2595,128,24,251.93,17357,0.25
1.0,18,0,14.19,155.8,0.6667,2,Fresh Starter,Fresh Starter,4.61,0,-1.0,0,3,0.0,23.48,2596,83,18,255.5,17358,0.2222
0.8636,38,4,10.65,102.63,0.7273,7,Flexible Learner,Flexible Learner,5.14,0.8,5,5,0,42.57,0.0,2597,226,44,468.82,17359,0.3182
0.9286,26,2,8.91,79.42,0.7143,2,Flexible Learner,Flexible Learner,5.29,1.0,1.0,2,1,29.87,11.15,2598,148,28,249.42,17360,0.1786
1.0,19,0,10.66,109.23,0.5263,3,Fresh Starter,Fresh Starter,4.84,0,0,0,0,0.0,0.0,2599,92,19,202.52,17361,0.4211
0.92,23,3,10.61,93.07,1.0,3,Deep Focus Learner,Deep Focus Learner,5.64,1.0,0.0,3,3,22.8,29.0,2600,141,25,265.17,17362,0.2
0.8636,19,0,10.34,121.16,1.0,2,Deep Focus Learner,Deep Focus Learner,4.27,0,-1.0,0,2,0.0,16.9,2601,94,22,227.47,17363,0.2727
0.68,34,1,17.36,175.57,1.0,5,Consistent Climber,Consistent Climber,5.3,0.25,1.0,4,2,89.52,12.4,2602,265,50,868.1,17364,0.0
0.8684,33,5,13.59,154.94,1.0,4,Deep Focus Learner,Deep Focus Learner,4.53,0.7143,6.0,7,1,53.28,8.25,2603,172,38,516.3,17365,0.3684
0.6538,17,2,10.57,92.72,0.3077,2,Weekend Learner,Weekend Learner,5.62,0.5,1.0,4,2,36.67,20.88,2604,146,26,274.7,17366,0.9615
0.6933,52,3,17.33,175.2,1.0,6,High Achiever,High Achiever,5.29,1.0,0.5,3,2,63.93,11.07,2605,397,75,1299.93,17367,0.12
0.7273,48,4,17.03,169.61,1.0,6,High Achiever,High Achiever,5.35,0.6667,2.0,6,2,79.5,49.45,2606,353,66,1124.18,17368,0.197
1.0,27,1,13.95,144.28,1.0,3,Deep Focus Learner,Deep Focus Learner,5.0,1.0,-0.5,1,2,7.15,22.9,2607,135,27,376.68,17369,0.2593
0.825,33,2,10.03,95.44,0.7,4,Flexible Learner,Flexible Learner,5.28,1.0,1.0,2,1,21.62,6.88,2608,211,40,401.13,17370,0.425
0.8333,20,2,15.33,155.23,0.0833,2,Weekend Learner,Weekend Learner,5.17,1.0,1.0,2,1,36.38,14.22,2609,124,24,367.85,17371,0.9583
0.95,19,0,8.01,80.14,1.0,4,Deep Focus Learner,Deep Focus Learner,4.6,0,0,0,0,0.0,0.0,2610,92,20,160.12,17372,0.25
0.7143,35,2,11.14,96.93,1.0,4,Consistent Climber,Consistent Climber,5.73,1.0,0.0,2,2,59.43,15.3,2611,281,49,545.73,17373,0.0
0.9091,40,4,13.24,123.21,0.8636,4,Flexible Learner,Flexible Learner,5.5,1.0,0.3333,4,3,50.55,32.75,2612,242,44,582.42,17374,0.3409
0.8214,23,2,14.11,138.05,0.6786,2,Flexible Learner,Flexible Learner,5.32,1.0,1.0,2,1,18.87,25.12,2613,149,28,394.97,17375,0.1071
0.9394,31,2,15.05,151.24,0.7273,2,Flexible Learner,Flexible Learner,5.27,1.0,0.0,2,2,12.83,18.02,2614,174,33,496.63,17376,0.2727
0.6389,23,2,9.21,78.11,0.1667,3,Weekend Learner,Weekend Learner,5.69,0.5,0.0,4,4,37.27,34.58,2615,205,36,331.4,17377,0.9722
0.8108,30,3,12.73,125.25,0.7838,6,Flexible Learner,Flexible Learner,5.24,0.4286,6.0,7,1,90.73,9.42,2616,194,37,471.03,17378,0.2432
0.5714,24,2,10.74,97.91,0.1429,3,Weekend Learner,Weekend Learner,5.4,0.4,0.6667,5,3,90.02,30.33,2617,227,42,451.25,17379,0.9286
0.8776,43,6,14.59,130.71,0.7551,5,Flexible Learner,Flexible Learner,5.8,0.75,3.0,8,2,92.15,20.28,2618,284,49,714.87,17380,0.3673
1.0,20,1,11.38,110.82,1.0,2,Deep Focus Learner,Deep Focus Learner,5.3,1.0,-0.6667,1,3,6.67,33.17,2619,106,20,227.52,17381,0.3
0.6667,16,1,16.42,159.39,0.125,2,Weekend Learner,Weekend Learner,5.42,1.0,0.0,1,1,11.68,5.92,2620,130,24,394.1,17382,0.9583
0.6667,32,2,14.14,129.85,1.0,3,Consistent Climber,Consistent Climber,5.67,0.6667,-0.25,3,4,33.97,36.23,2621,272,48,678.9,17383,0.0
0.7778,42,5,16.49,148.29,1.0,6,High Achiever,High Achiever,5.91,0.8333,5.0,6,1,49.42,9.83,2622,319,54,890.67,17384,0.1111
0.5789,22,1,10.09,123.09,0.2105,3,Weekend Learner,Weekend Learner,3.95,0.5,0.0,2,2,18.57,11.98,2623,150,38,383.38,17385,0.9737
0.6164,45,4,11.27,104.67,1.0,4,Consistent Climber,Consistent Climber,5.37,0.4,0.4286,10,7,106.4,65.33,2624,392,73,822.78,17386,0.0
0.6292,56,5,13.3,132.2,1.0,6,High Achiever,High Achiever,5.18,0.5556,0.8,9,5,110.42,32.27,2625,461,89,1183.42,17387,0.1461
0.7407,40,2,9.69,88.61,0.6296,7,Flexible Learner,Flexible Learner,5.31,0.5,0.0,4,4,60.53,33.5,2626,287,54,523.07,17388,0.2593
1.0,11,0,17.01,186.07,0.6364,1,Fresh Starter,Fresh Starter,4.91,0,-1.0,0,2,0.0,64.43,2627,54,11,187.1,17389,0.1818
0.6429,18,2,10.72,140.8,0.3214,2,Weekend Learner,Weekend Learner,3.82,0.5,4,4,0,33.73,0.0,2628,107,28,300.05,17390,1.0
0.6154,24,2,11.08,126.6,0.1795,2,Weekend Learner,Weekend Learner,4.41,1.0,-0.6,2,5,19.73,69.03,2629,172,39,431.98,17391,0.9487
0.74,37,3,12.04,109.67,1.0,5,Consistent Climber,Consistent Climber,5.56,1.0,2.0,3,1,26.03,3.07,2630,278,50,602.22,17392,0.0
0.7917,38,2,12.92,129.1,0.7708,3,Flexible Learner,Flexible Learner,5.1,1.0,-0.5,2,4,61.67,54.72,2631,245,48,620.37,17393,0.2083
0.9032,28,3,10.51,91.17,0.5806,2,Flexible Learner,Flexible Learner,5.77,0.6,5,5,0,41.93,0.0,2632,179,31,325.82,17394,0.2581
0.5556,20,2,13.33,152.54,0.0833,3,Weekend Learner,Weekend Learner,4.47,1.0,1.0,2,1,15.32,8.77,2633,161,36,479.87,17395,0.9722
0.8485,28,3,14.95,151.69,0.6061,3,Flexible Learner,Flexible Learner,5.21,1.0,3,3,0,39.4,0.0,2634,172,33,493.2,17396,0.1818
0.7083,34,2,13.66,131.33,1.0,3,Consistent Climber,Consistent Climber,5.31,0.6667,-0.25,3,4,26.73,28.55,2635,255,48,655.92,17397,0.0
0.8095,17,1,11.46,125.24,1.0,2,Deep Focus Learner,Deep Focus Learner,4.52,1.0,-0.5,1,2,6.8,20.87,2636,95,21,240.75,17398,0.2857
0.8148,44,2,12.67,126.11,0.7963,5,Flexible Learner,Flexible Learner,5.11,0.6667,-0.4,3,5,29.27,61.15,2637,276,54,684.12,17399,0.2593
0.7609,35,1,11.53,101.82,0.6957,5,Flexible Learner,Flexible Learner,5.8,1.0,-0.8,1,5,9.45,107.83,2638,267,46,530.35,17400,0.1957
0.5714,24,0,13.74,138.92,0.1667,2,Weekend Learner,Weekend Learner,5.12,0,-1.0,0,4,0.0,30.77,2639,215,42,577.27,17401,0.9762
0.8696,20,5,20.26,206.8,1.0,5,Deep Focus Learner,Deep Focus Learner,5.3,0.8333,2.0,6,2,157.87,12.23,2640,122,23,466.03,17402,0.3043
0.6712,49,3,12.62,115.3,1.0,5,High Achiever,High Achiever,5.53,0.6,0.0,5,5,51.88,38.75,2641,404,73,921.1,17403,0.2055
0.8947,17,1,9.76,119.2,1.0,2,Deep Focus Learner,Deep Focus Learner,3.95,1.0,-0.5,1,2,14.67,19.57,2642,75,19,185.45,17404,0.2632
0.6667,48,3,10.2,96.74,1.0,5,Consistent Climber,Consistent Climber,5.14,0.75,0.3333,4,3,88.2,17.98,2643,370,72,734.67,17405,0.0
0.7222,26,3,8.6,83.15,0.8056,3,Flexible Learner,Flexible Learner,4.94,0.6,0.6667,5,3,41.53,19.88,2644,178,36,309.48,17406,0.2778
1.0,10,0,10.47,85.44,0.8,2,Fresh Starter,Fresh Starter,6.2,0,-1.0,0,1,0.0,8.12,2645,62,10,104.75,17407,0.4
0.5581,24,2,11.7,105.81,0.2093,2,Weekend Learner,Weekend Learner,5.56,1.0,0.0,2,2,19.2,16.33,2646,239,43,503.25,17408,0.9767
0.5,22,2,15.4,153.57,0.1364,2,Weekend Learner,Weekend Learner,5.27,0.5,0.0,4,4,79.18,32.13,2647,232,44,677.38,17409,0.9773
0.5843,52,4,10.76,90.63,1.0,5,High Achiever,High Achiever,5.85,0.5714,0.1667,7,6,58.82,51.47,2648,521,89,957.43,17410,0.0899
0.7692,20,1,12.22,114.5,0.2308,2,Weekend Learner,Weekend Learner,5.38,1.0,0.0,1,1,22.63,6.95,2649,140,26,317.73,17411,0.9615
0.7632,29,4,10.31,86.87,0.7368,4,Flexible Learner,Flexible Learner,5.71,0.8,4.0,5,1,74.52,3.52,2650,217,38,391.87,17412,0.2632
0.8684,33,5,11.21,100.28,0.7368,5,Flexible Learner,Flexible Learner,5.58,0.8333,5.0,6,1,66.63,7.82,2651,212,38,426.12,17413,0.1842
0.9032,28,1,10.3,90.83,1.0,3,Deep Focus Learner,Deep Focus Learner,5.68,0.5,-0.3333,2,3,14.02,28.28,2652,176,31,319.43,17414,0.3548
0.8929,25,2,10.41,100.77,0.7857,4,Flexible Learner,Flexible Learner,5.07,0.6667,-0.25,3,4,25.95,58.52,2653,142,28,291.38,17415,0.3214
