active_days,avg_session_minutes,avg_time_per_question,avg_topic_mastery,hard_accuracy_percent,hidden_ability,max_streak,original_profile_target_grade,original_profile_target_score,overall_accuracy,overall_accuracy_percent,paper1_accuracy,paper1_accuracy_percent,paper2_accuracy,paper2_accuracy_percent,persona,recent_accuracy,recent_accuracy_percent,score_ratio_percent,strong_topic_count,study_consistency_score,synthetic_student_index,target_grade,target_score,total_questions_attempted,total_sessions,total_study_minutes,user_id,weak_topic_count
40,16.04,158.85,58.03,37.17,0.7659,8,A-,71.58,0.5188,51.88,0.5489,54.89,0.4887,48.87,Flexible Learner,0.7,70.0,67.35,3,42,2464,B+,66.74,266,50,802.05,17226,7
42,16.22,166.68,57.25,43.06,0.7777,5,A,80.79,0.5574,55.74,0.6716,67.16,0.4914,49.14,Consistent Climber,0.55,55.0,73.21,2,98,2465,A-,77.97,366,71,1151.52,17227,5
30,10.1,92.2,58.38,39.13,0.7947,4,A-,72.4,0.5989,59.89,0.6258,62.58,0.4091,40.91,Deep Focus Learner,0.3,30.0,65.89,1,54,2466,A-,71.6,177,33,333.3,17228,4
25,16.16,154.34,47.1,36.99,0.7226,3,B+,67.57,0.487,48.7,0.5663,56.63,0.3944,39.44,Deep Focus Learner,0.55,55.0,61.95,1,54,2467,B,60.81,154,28,452.55,17229,7
35,13.73,126.82,60.96,50.0,0.6972,5,A-,72.72,0.6111,61.11,0.6474,64.74,0.5521,55.21,Consistent Climber,0.65,65.0,69.53,3,66,2468,A-,74.32,252,45,617.67,17230,3
18,10.92,98.23,33.47,26.67,0.5366,3,D,48.11,0.3304,33.04,0.3469,34.69,0.2353,23.53,Deep Focus Learner,0.45,45.0,37.85,1,39,2469,G,38.8,115,20,218.43,17231,10
34,15.95,139.82,58.66,26.44,0.738,3,A-,70.93,0.5043,50.43,0.5705,57.05,0.3649,36.49,Flexible Learner,0.25,25.0,59.66,2,82,2470,B+,68.34,230,38,606.1,17232,5
23,12.23,121.65,22.16,13.79,0.4479,4,G,36.71,0.2564,25.64,0.2821,28.21,0.2051,20.51,Fresh Starter,0.1,10.0,31.44,0,30,2471,G,32.3,117,23,281.35,17233,12
22,9.43,83.99,59.63,39.29,0.6863,2,B,61.96,0.5274,52.74,0.5338,53.38,0.4615,46.15,Deep Focus Learner,0.45,45.0,54.94,3,58,2472,B+,65.28,146,26,245.15,17234,3
43,15.31,153.11,65.58,46.49,0.9041,5,A+,93.81,0.6386,63.86,0.6377,63.77,0.6392,63.92,High Achiever,0.9,90.0,81.07,4,78,2473,A,84.75,332,63,964.3,17235,3
38,9.38,97.88,56.12,36.54,0.7047,8,B+,68.36,0.5357,53.57,0.531,53.1,0.549,54.9,Flexible Learner,0.6,60.0,62.04,2,58,2474,B+,65.13,196,43,403.2,17236,4
8,10.22,133.03,31.43,0.0,0.4646,1,G,33.3,0.3667,36.67,0.3571,35.71,0.375,37.5,Fresh Starter,0.4,40.0,50.87,0,24,2475,D,46.71,30,8,81.77,17237,4
29,14.61,154.39,28.62,8.51,0.5041,3,D,46.95,0.2222,22.22,0.2703,27.03,0.1772,17.72,Deep Focus Learner,0.15,15.0,30.35,1,66,2476,E,41.02,153,31,452.77,17238,13
41,12.01,120.45,81.44,70.1,0.9302,6,A+,98,0.7948,79.48,0.8108,81.08,0.7705,77.05,High Achiever,0.85,85.0,87.4,8,90,2477,A+,97.85,307,60,720.88,17239,0
26,10.98,97.37,55.5,37.84,0.6691,3,B,61.92,0.4847,48.47,0.5188,51.88,0.3333,33.33,Flexible Learner,0.55,55.0,51.09,2,58,2478,B,60.13,163,29,318.45,17240,5
21,11.2,97.97,45.96,30.19,0.5886,3,C+,56.54,0.4361,43.61,0.4523,45.23,0.3214,32.14,Weekend Learner,0.5,50.0,47.4,1,42,2479,C,51.71,227,40,448.08,17241,7
32,13.26,126.17,46.02,24.24,0.6385,3,B+,65.47,0.3943,39.43,0.3949,39.49,0.3933,39.33,Consistent Climber,0.35,35.0,48.1,0,94,2480,C+,59.76,246,46,609.93,17242,8
31,12.12,115.73,43.45,15.56,0.4952,3,D,48.06,0.3822,38.22,0.4074,40.74,0.3214,32.14,Flexible Learner,0.45,45.0,45.04,1,78,2481,C+,55.48,191,36,436.27,17243,8
19,10.39,102.58,45.09,31.82,0.6477,2,C+,58.21,0.4336,43.36,0.5059,50.59,0.2143,21.43,Deep Focus Learner,0.55,55.0,49.25,1,64,2482,C+,55.33,113,23,238.98,17244,7
12,8.37,78.37,39.6,12.5,0.6042,1,D,47.19,0.4068,40.68,0.4314,43.14,0.25,25.0,Fresh Starter,0.45,45.0,44.51,0,42,2483,D,49.75,59,12,100.38,17245,6
37,12.3,123.1,61.19,51.35,0.7878,3,A-,79.45,0.58,58.0,0.5915,59.15,0.5648,56.48,Consistent Climber,0.5,50.0,73.59,3,54,2484,A-,73.95,250,50,614.8,17246,4
48,11.26,100.99,44.71,31.13,0.5968,5,B,60.31,0.4419,44.19,0.468,46.8,0.3099,30.99,Consistent Climber,0.6,60.0,47.51,0,66,2485,C+,57.79,430,77,867.07,17247,10
47,13.01,133.32,67.38,50.78,0.8481,5,A,86.25,0.633,63.3,0.6651,66.51,0.5915,59.15,Consistent Climber,0.65,65.0,76.94,3,90,2486,A,85.44,376,75,975.63,17248,3
25,9.74,88.4,36.13,11.11,0.4927,3,D,47.71,0.298,29.8,0.2791,27.91,0.4091,40.91,Deep Focus Learner,0.55,55.0,37.94,0,42,2487,E,42.91,151,28,272.73,17249,11
18,10.37,94.49,42.99,14.71,0.5717,2,C,51.56,0.3704,37.04,0.3741,37.41,0.3478,34.78,Weekend Learner,0.55,55.0,44.13,2,39,2488,D,48.13,162,30,310.97,17250,8
43,11.6,111.65,54.94,30.0,0.7029,4,A-,70.36,0.5015,50.15,0.5427,54.27,0.4,40.0,Consistent Climber,0.45,45.0,53.75,2,74,2489,B+,65.77,329,63,730.95,17251,6
16,16.72,158.71,24.07,0.0,0.5019,3,G,36.62,0.2418,24.18,0.25,25.0,0.2364,23.64,Fresh Starter,0.15,15.0,32.35,0,24,2490,G,30.17,91,16,267.57,17252,10
44,10.11,89.73,45.52,12.5,0.6557,6,B,60.52,0.4,40.0,0.407,40.7,0.3514,35.14,Flexible Learner,0.35,35.0,45.19,1,90,2491,C+,57.18,295,53,536.08,17253,11
28,10.36,91.23,58.69,21.95,0.7399,3,B+,69.78,0.5683,56.83,0.5753,57.53,0.5405,54.05,Deep Focus Learner,0.7,70.0,62.39,2,54,2492,B+,67.58,183,33,341.82,17254,4
22,13.44,134.67,27.16,6.98,0.4807,3,D,46.18,0.2796,27.96,0.3302,33.02,0.2125,21.25,Weekend Learner,0.2,20.0,35.76,0,78,2493,E,42.61,186,36,483.9,17255,14
25,9.89,106.07,48.52,39.13,0.5735,3,C,53.36,0.4472,44.72,0.4103,41.03,0.5111,51.11,Deep Focus Learner,0.6,60.0,57.44,1,54,2494,C+,59.98,123,27,266.93,17256,6
22,11.47,104.8,62.02,52.63,0.7568,2,A-,72.39,0.6463,64.63,0.6735,67.35,0.54,54.0,Weekend Learner,0.5,50.0,72.28,3,54,2495,A-,74.48,246,44,504.83,17257,3
34,10.65,93.06,55.97,43.86,0.7505,4,A-,70.64,0.5127,51.27,0.522,52.2,0.4516,45.16,Flexible Learner,0.5,50.0,57.42,2,42,2496,B,61.87,236,42,447.33,17258,5
22,9.84,95.3,49.84,35.0,0.6334,2,C+,59.37,0.4872,48.72,0.5,50.0,0.4324,43.24,Weekend Learner,0.55,55.0,53.44,2,78,2497,B,62.22,195,39,383.77,17259,7
40,18.88,194.91,38.92,17.44,0.5641,4,C,50.83,0.2894,28.94,0.3934,39.34,0.2529,25.29,Flexible Learner,0.15,15.0,44.3,1,78,2498,C,54.89,235,45,849.42,17260,10
18,13.91,156.52,39.09,26.32,0.6646,2,B,61.77,0.438,43.8,0.5439,54.39,0.3625,36.25,Weekend Learner,0.55,55.0,59.02,0,87,2499,B,64.05,137,30,417.23,17261,7
46,17.0,176.83,57.39,36.2,0.7307,5,A-,75.67,0.5316,53.16,0.5862,58.62,0.5,50.0,Consistent Climber,0.65,65.0,70.6,2,98,2500,A-,78.26,395,77,1308.63,17262,5
33,16.05,154.33,59.68,37.39,0.7172,4,A-,72.89,0.5354,53.54,0.6691,66.91,0.3739,37.39,Consistent Climber,0.7,70.0,64.77,3,70,2501,A-,72.08,254,46,738.28,17263,5
46,11.76,109.84,54.56,35.29,0.6738,5,A-,71.43,0.5118,51.18,0.5538,55.38,0.3737,37.37,Consistent Climber,0.4,40.0,58.7,1,94,2502,A-,72.81,424,79,929.33,17264,8
26,10.2,96.18,47.34,15.38,0.5948,3,C+,55.1,0.4035,40.35,0.4,40.0,0.4286,42.86,Deep Focus Learner,0.5,50.0,46.35,1,66,2503,C+,55.19,171,32,326.35,17265,7
48,15.33,154.98,69.85,42.95,0.8292,5,A,82.23,0.5923,59.23,0.6932,69.32,0.5187,51.87,Consistent Climber,0.55,55.0,72.32,6,98,2504,A,86.75,417,80,1226.37,17266,2
35,12.2,104.78,61.67,48.84,0.8074,3,A,83.1,0.6125,61.25,0.6174,61.74,0.5932,59.32,Consistent Climber,0.7,70.0,68.66,2,66,2505,A-,72.89,289,48,585.52,17267,4
45,14.56,167.6,47.17,32.84,0.725,4,A-,72.01,0.4774,47.74,0.6134,61.34,0.4085,40.85,Consistent Climber,0.55,55.0,61.67,0,70,2506,B,64.43,354,77,1121.12,17268,9
43,15.37,148.78,65.15,48.08,0.8234,4,A,81.53,0.5927,59.27,0.6045,60.45,0.5833,58.33,High Achiever,0.45,45.0,75.51,2,66,2507,A-,77.15,302,55,845.25,17269,2
33,14.86,151.6,52.07,26.58,0.7374,4,B+,69.41,0.4645,46.45,0.5586,55.86,0.36,36.0,Flexible Learner,0.25,25.0,59.24,0,66,2508,B+,66.05,211,41,609.43,17270,6
18,22.67,220.91,34.05,12.31,0.6449,2,C+,58.24,0.2786,27.86,0.64,64.0,0.2,20.0,Weekend Learner,0.3,30.0,40.25,1,51,2509,E,41.21,140,25,566.85,17271,8
24,18.15,171.09,33.42,9.38,0.5146,3,D,46.09,0.2956,29.56,0.3971,39.71,0.2198,21.98,Flexible Learner,0.2,20.0,37.5,0,54,2510,E,44.09,159,28,508.13,17272,10
17,14.99,143.06,35.95,17.65,0.5538,2,C,53.27,0.3636,36.36,0.4286,42.86,0.2857,28.57,Weekend Learner,0.45,45.0,42.35,0,85,2511,C,52.06,154,28,419.65,17273,11
40,11.1,109.82,68.88,56.63,0.8421,4,A,83.79,0.6567,65.67,0.6651,66.51,0.6364,63.64,Consistent Climber,0.65,65.0,74.23,5,98,2512,A,83.92,300,59,654.98,17274,3
49,11.9,109.58,77.15,57.24,0.9165,5,A+,98,0.7189,71.89,0.7485,74.85,0.62,62.0,High Achiever,0.8,80.0,79.1,8,78,2513,A,87.98,434,79,940.0,17275,0
22,12.5,119.82,53.8,45.28,0.7014,2,B+,68.28,0.4945,49.45,0.5323,53.23,0.4138,41.38,Weekend Learner,0.65,65.0,59.64,2,78,2514,B+,68.48,182,34,425.13,17276,6
31,12.32,120.99,63.4,57.41,0.7576,4,A-,74.25,0.5896,58.96,0.6071,60.71,0.5574,55.74,Flexible Learner,0.5,50.0,70.79,3,70,2515,A-,75.6,173,34,418.73,17277,3
20,11.84,101.23,54.59,50.0,0.7684,4,A-,70.8,0.554,55.4,0.5614,56.14,0.52,52.0,Deep Focus Learner,0.85,85.0,63.08,3,42,2516,B+,67.55,139,24,284.12,17278,5
19,10.24,94.77,62.96,41.18,0.7423,2,A-,70.15,0.6108,61.08,0.6194,61.94,0.5667,56.67,Weekend Learner,0.65,65.0,65.67,1,40,2517,B+,67.93,185,34,348.03,17279,2
13,11.01,95.32,29.39,17.65,0.4905,2,G,37.03,0.2639,26.39,0.3,30.0,0.0833,8.33,Fresh Starter,0.35,35.0,26.14,0,19,2518,G,31.22,72,13,143.12,17280,5
17,15.66,156.29,21.41,7.41,0.4698,2,G,36.55,0.1798,17.98,0.1562,15.62,0.193,19.3,Fresh Starter,0.15,15.0,32.42,0,49,2519,G,35.74,89,17,266.15,17281,10
18,11.96,122.66,50.89,25.58,0.6546,2,B,62.52,0.4239,42.39,0.4623,46.23,0.3718,37.18,Weekend Learner,0.5,50.0,54.89,1,39,2520,C+,57.07,184,37,442.68,17282,5
31,11.56,108.77,61.81,47.37,0.7273,3,B+,69.14,0.5476,54.76,0.5669,56.69,0.4878,48.78,Flexible Learner,0.5,50.0,59.79,2,66,2521,A-,72.06,168,32,369.8,17283,4
15,9.5,86.91,26.95,26.67,0.5276,2,G,37.7,0.3205,32.05,0.3288,32.88,0.2,20.0,Fresh Starter,0.4,40.0,33.05,0,34,2522,G,34.21,78,15,142.57,17284,7
14,14.33,123.1,37.64,11.11,0.5281,2,G,37.93,0.3214,32.14,0.375,37.5,0.15,15.0,Fresh Starter,0.3,30.0,37.5,0,21,2523,G,38.42,84,14,200.63,17285,7
9,23.18,209.56,39.66,13.04,0.6163,2,D,47.61,0.3519,35.19,0.3333,33.33,0.3571,35.71,Fresh Starter,0.4,40.0,58.4,0,13,2524,C,50.09,54,9,208.62,17286,3
17,14.95,151.97,28.46,13.79,0.5312,2,C,50.64,0.2857,28.57,0.4717,47.17,0.1186,11.86,Weekend Learner,0.3,30.0,38.56,1,37,2525,G,39.26,112,22,328.8,17287,12
18,19.43,172.38,47.33,14.63,0.6326,2,B,61.01,0.4016,40.16,0.4681,46.81,0.3625,36.25,Deep Focus Learner,0.6,60.0,54.92,1,39,2526,C+,57.21,127,21,408.12,17288,6
18,17.92,181.98,39.51,22.22,0.5828,2,C+,57.73,0.3618,36.18,0.46,46.0,0.3137,31.37,Weekend Learner,0.45,45.0,55.15,0,87,2527,B,62.85,152,29,519.72,17289,7
21,10.21,93.91,41.26,36.84,0.6069,2,E,43.77,0.4273,42.73,0.4545,45.45,0.3636,36.36,Fresh Starter,0.2,20.0,56.62,1,42,2528,C+,55.97,110,21,214.38,17290,4
18,14.62,146.38,15.31,5.71,0.3931,3,G,28.81,0.1579,15.79,0.1667,16.67,0.1429,14.29,Fresh Starter,0.05,5.0,26.86,0,27,2529,G,26.16,95,18,263.12,17291,11
20,15.32,151.78,40.45,17.07,0.6074,2,C,51.78,0.377,37.7,0.4355,43.55,0.3167,31.67,Deep Focus Learner,0.45,45.0,48.02,0,54,2530,C,50.61,122,23,352.27,17292,7
18,13.57,146.91,30.26,18.6,0.6026,2,C,53.99,0.2541,25.41,0.3056,30.56,0.18,18.0,Weekend Learner,0.35,35.0,34.65,0,27,2531,G,36.13,122,25,339.15,17293,9
16,13.9,134.57,28.28,5.41,0.5124,2,D,47.33,0.2886,28.86,0.378,37.8,0.1791,17.91,Weekend Learner,0.35,35.0,39.58,0,60,2532,E,44.18,149,28,389.07,17294,10
31,10.54,107.0,46.72,36.36,0.616,3,C+,55.3,0.3854,38.54,0.416,41.6,0.3284,32.84,Flexible Learner,0.45,45.0,48.04,1,54,2533,C,54.66,192,40,421.57,17295,8
23,13.93,144.29,29.45,11.36,0.4261,2,E,41.39,0.3,30.0,0.4098,40.98,0.2481,24.81,Weekend Learner,0.25,25.0,42.15,0,54,2534,D,46.03,190,38,529.35,17296,14
22,17.04,179.31,28.63,17.28,0.5382,2,C,52.78,0.281,28.1,0.3889,38.89,0.2353,23.53,Weekend Learner,0.35,35.0,43.79,0,90,2535,C,52.71,242,48,817.82,17297,13
26,10.49,89.39,57.79,42.42,0.7732,4,A-,74.07,0.5217,52.17,0.529,52.9,0.4783,47.83,Flexible Learner,0.5,50.0,59.8,3,42,2536,B,64.18,161,28,293.62,17298,4
45,14.98,146.81,66.39,44.83,0.8429,5,A+,90.05,0.5995,59.95,0.645,64.5,0.5556,55.56,Consistent Climber,0.6,60.0,76.27,4,66,2537,A-,79.19,407,76,1138.23,17299,2
20,11.44,102.99,34.21,16.67,0.5243,2,D,45.96,0.306,30.6,0.3302,33.02,0.2143,21.43,Deep Focus Learner,0.05,5.0,35.37,0,58,2538,E,43.51,134,24,274.5,17300,9
45,10.36,94.33,69.85,51.61,0.8004,5,A,85.94,0.6578,65.78,0.6808,68.08,0.5172,51.72,Consistent Climber,0.55,55.0,70.65,3,70,2539,A-,78.02,412,78,807.88,17301,1
42,13.17,129.23,46.91,32.0,0.6308,3,B,63.55,0.4345,43.45,0.5172,51.72,0.3103,31.03,Consistent Climber,0.75,75.0,50.8,2,82,2540,B,61.18,290,56,737.68,17302,9
28,14.38,141.39,31.56,25.42,0.5061,5,D,45.45,0.2967,29.67,0.3445,34.45,0.2333,23.33,Flexible Learner,0.4,40.0,33.45,0,66,2541,E,41.79,209,39,560.85,17303,11
23,14.06,163.21,22.02,8.57,0.4379,4,G,30.85,0.1942,19.42,0.1818,18.18,0.2034,20.34,Fresh Starter,0.25,25.0,33.15,0,54,2542,G,34.7,103,23,323.3,17304,11
38,16.77,144.42,35.7,22.81,0.6007,3,B,63.0,0.3642,36.42,0.4184,41.84,0.2812,28.12,Consistent Climber,0.3,30.0,48.23,0,74,2543,D,49.54,324,52,871.98,17305,12
11,9.96,92.9,29.94,35.71,0.4606,1,G,32.77,0.322,32.2,0.3673,36.73,0.1,10.0,Fresh Starter,0.25,25.0,32.29,0,28,2544,G,36.63,59,11,109.58,17306,6
26,17.93,169.43,49.84,18.18,0.7278,3,B+,67.22,0.4276,42.76,0.5513,55.13,0.2973,29.73,Deep Focus Learner,0.55,55.0,52.92,2,58,2545,C+,58.72,152,27,483.98,17307,6
9,10.91,97.23,29.79,0.0,0.361,1,G,25.31,0.2692,26.92,0.325,32.5,0.0833,8.33,Fresh Starter,0.3,30.0,27.58,0,13,2546,G,26.51,52,9,98.22,17308,6
46,16.71,163.45,45.94,32.46,0.671,5,B+,67.76,0.4329,43.29,0.5354,53.54,0.3782,37.82,Consistent Climber,0.25,25.0,56.75,1,54,2547,C+,57.69,365,67,1119.78,17309,7
27,10.78,108.83,48.91,27.59,0.671,2,B,64.82,0.4233,42.33,0.4196,41.96,0.4314,43.14,Deep Focus Learner,0.45,45.0,50.74,2,54,2548,C+,56.81,163,33,355.88,17310,6
30,10.12,94.91,67.9,54.84,0.7738,3,A-,75.51,0.6429,64.29,0.6667,66.67,0.5714,57.14,Deep Focus Learner,0.75,75.0,72.37,4,66,2549,A,80.67,168,32,323.78,17311,2
27,13.12,118.69,51.73,32.0,0.6266,3,C+,59.22,0.4693,46.93,0.5101,51.01,0.3671,36.71,Weekend Learner,0.4,40.0,55.07,0,78,2550,B,62.02,277,48,629.57,17312,7
19,13.33,134.55,38.49,11.54,0.5595,3,E,44.49,0.3404,34.04,0.4167,41.67,0.2059,20.59,Fresh Starter,0.35,35.0,37.23,0,52,2551,E,43.47,94,19,253.25,17313,4
44,13.9,122.7,50.2,23.38,0.7004,5,A-,72.11,0.4267,42.67,0.4662,46.62,0.3425,34.25,Consistent Climber,0.4,40.0,49.74,1,54,2552,C+,57.2,457,77,1070.45,17314,7
14,13.33,124.5,46.63,40.0,0.6521,2,B,61.95,0.4435,44.35,0.4433,44.33,0.4444,44.44,Weekend Learner,0.35,35.0,54.53,0,21,2553,D,49.42,124,22,293.33,17315,6
33,10.11,88.84,42.0,29.17,0.6346,3,C+,55.49,0.4,40.0,0.4263,42.63,0.0667,6.67,Deep Focus Learner,0.45,45.0,40.43,0,78,2554,C,52.52,205,37,373.97,17316,9
23,11.94,107.42,33.6,30.0,0.4983,3,D,47.43,0.3309,33.09,0.3524,35.24,0.2647,26.47,Deep Focus Learner,0.55,55.0,37.93,1,42,2555,G,38.15,139,25,298.45,17317,11
50,15.97,158.43,61.64,37.99,0.8053,5,A,81.93,0.5412,54.12,0.6089,60.89,0.4798,47.98,Consistent Climber,0.35,35.0,72.27,4,82,2556,A-,76.42,425,79,1261.57,17318,5
29,11.18,103.71,70.97,40.98,0.766,2,A-,73.64,0.6287,62.87,0.6845,68.45,0.3529,35.29,Deep Focus Learner,0.35,35.0,68.8,6,82,2557,A-,79.93,202,37,413.55,17319,2
46,14.28,149.5,50.87,23.66,0.6591,3,B+,68.97,0.4498,44.98,0.5227,52.27,0.401,40.1,Consistent Climber,0.3,30.0,59.76,1,98,2558,A-,71.46,329,66,942.47,17320,7
20,8.5,89.36,30.97,33.33,0.4463,3,G,32.59,0.2967,29.67,0.2817,28.17,0.35,35.0,Fresh Starter,0.25,25.0,30.85,1,54,2559,G,36.97,91,20,169.92,17321,10
54,16.08,164.08,59.67,39.24,0.7659,5,A-,79.88,0.5654,56.54,0.6259,62.59,0.531,53.1,Consistent Climber,0.65,65.0,75.45,0,90,2560,A,80.61,405,78,1253.87,17322,4
33,11.3,97.45,58.02,42.62,0.731,3,A-,70.64,0.5256,52.56,0.5276,52.76,0.5143,51.43,Flexible Learner,0.6,60.0,57.4,1,66,2561,B,64.49,234,40,452.17,17323,4
20,11.19,101.6,26.89,7.41,0.484,2,G,36.7,0.2364,23.64,0.2584,25.84,0.1429,14.29,Fresh Starter,0.2,20.0,26.68,0,42,2562,G,31.08,110,20,223.8,17324,10
36,16.48,161.15,37.2,19.35,0.558,5,C,51.03,0.3348,33.48,0.4103,41.03,0.2968,29.68,Flexible Learner,0.55,55.0,48.11,0,42,2563,D,47.7,233,43,708.65,17325,11
32,10.2,92.24,34.89,15.38,0.4614,4,E,44.93,0.3318,33.18,0.3424,34.24,0.2821,28.21,Flexible Learner,0.2,20.0,34.68,1,90,2564,D,47.84,223,41,418.3,17326,13
38,9.64,83.62,46.7,16.28,0.6127,5,C+,57.48,0.4615,46.15,0.4574,45.74,0.5,50.0,Flexible Learner,0.35,35.0,50.29,0,66,2565,C+,55.2,247,44,424.2,17327,7
26,11.42,89.64,53.43,37.78,0.6589,3,B,63.0,0.5192,51.92,0.5272,52.72,0.4583,45.83,Flexible Learner,0.6,60.0,56.7,1,58,2566,B,64.12,208,33,376.92,17328,5
15,10.18,97.66,19.54,20.0,0.3967,2,G,25,0.1818,18.18,0.1833,18.33,0.1765,17.65,Fresh Starter,0.35,35.0,20.85,1,38,2567,G,26.51,77,15,152.73,17329,9
28,10.38,93.61,42.09,23.33,0.5601,2,C,51.92,0.3829,38.29,0.3841,38.41,0.3784,37.84,Deep Focus Learner,0.5,50.0,45.09,2,66,2568,C,54.03,175,32,332.02,17330,11
41,10.74,91.62,62.63,45.74,0.7737,4,A,81.11,0.5722,57.22,0.5871,58.71,0.48,48.0,Consistent Climber,0.6,60.0,63.48,2,46,2569,B+,66.96,360,62,666.17,17331,2
10,8.1,76.92,14.44,10.0,0.3627,2,G,25,0.1429,14.29,0.1458,14.58,0.0,0.0,Fresh Starter,0.2,20.0,16.08,0,15,2570,G,20,49,10,80.95,17332,7
34,12.26,118.53,27.6,14.81,0.4524,3,E,42.96,0.2557,25.57,0.284,28.4,0.1754,17.54,Flexible Learner,0.2,20.0,30.05,0,90,2571,E,40.37,219,41,502.62,17333,12
22,15.64,166.78,35.4,25.58,0.5593,2,C,52.05,0.3052,30.52,0.3514,35.14,0.2906,29.06,Weekend Learner,0.25,25.0,42.77,0,66,2572,C,51.39,154,31,484.87,17334,10
43,12.35,111.58,41.31,22.22,0.592,5,B,60.3,0.3649,36.49,0.3708,37.08,0.3495,34.95,Consistent Climber,0.45,45.0,44.78,0,98,2573,C+,58.4,370,66,815.15,17335,10
37,13.99,127.61,40.46,29.58,0.6369,4,B,61.3,0.4462,44.62,0.4601,46.01,0.4205,42.05,Flexible Learner,0.4,40.0,54.44,0,58,2574,C+,56.46,251,44,615.62,17336,10
26,10.79,106.15,41.61,28.57,0.5724,3,C,51.42,0.3931,39.31,0.4,40.0,0.3714,37.14,Flexible Learner,0.7,70.0,48.17,0,74,2575,C+,58.33,145,28,301.98,17337,9
32,14.27,160.24,35.89,15.79,0.5702,3,D,49.34,0.3663,36.63,0.4493,44.93,0.3107,31.07,Deep Focus Learner,0.45,45.0,50.76,0,42,2576,C,50.49,172,37,528.05,17338,8
21,10.88,92.49,27.48,8.0,0.4643,2,G,37.58,0.2778,27.78,0.3058,30.58,0.1304,13.04,Weekend Learner,0.35,35.0,28.18,0,66,2577,G,37.93,144,25,271.9,17339,10
45,14.73,144.56,42.11,26.37,0.6569,4,B+,68.41,0.389,38.9,0.4606,46.06,0.3349,33.49,Consistent Climber,0.15,15.0,50.51,0,70,2578,C+,56.64,383,72,1060.7,17340,11
15,13.11,127.86,38.29,20.83,0.5906,2,C+,55.38,0.3511,35.11,0.371,37.1,0.3125,31.25,Deep Focus Learner,0.35,35.0,51.49,0,22,2579,D,47.9,94,18,235.97,17341,7
25,11.83,104.26,36.24,33.82,0.526,3,D,47.52,0.3704,37.04,0.401,40.1,0.2195,21.95,Weekend Learner,0.3,30.0,44.52,0,78,2580,C,54.51,243,42,496.92,17342,12
18,10.47,92.81,30.27,18.18,0.4894,2,G,37.51,0.3069,30.69,0.3171,31.71,0.2632,26.32,Fresh Starter,0.25,25.0,34.3,0,55,2581,E,41.31,101,18,188.55,17343,11
42,10.27,93.02,66.12,53.0,0.762,4,A,81.02,0.63,63.0,0.6209,62.09,0.6716,67.16,Consistent Climber,0.65,65.0,68.12,3,98,2582,A,83.17,373,69,708.55,17344,2
18,11.65,102.78,25.13,20.0,0.4808,2,D,45.79,0.2879,28.79,0.2772,27.72,0.3226,32.26,Weekend Learner,0.1,10.0,31.98,0,27,2583,G,30.36,132,23,267.97,17345,14
18,11.58,99.4,33.5,20.83,0.5263,2,G,39.13,0.2857,28.57,0.2967,29.67,0.2143,21.43,Fresh Starter,0.25,25.0,30.84,0,27,2584,G,37.22,105,18,208.42,17346,8
37,11.47,105.35,40.32,27.4,0.5872,5,B,61.57,0.3737,37.37,0.4025,40.25,0.2222,22.22,Consistent Climber,0.4,40.0,41.49,1,94,2585,C,53.98,281,52,596.52,17347,9
20,10.2,90.79,41.32,21.05,0.6086,2,C,53.35,0.3529,35.29,0.3288,32.88,0.5,50.0,Weekend Learner,0.5,50.0,40.98,0,90,2586,C,54.7,170,31,316.3,17348,8
27,10.06,94.48,34.65,23.08,0.492,3,D,46.2,0.3503,35.03,0.3475,34.75,0.359,35.9,Deep Focus Learner,0.2,20.0,43.23,0,94,2587,C,53.37,157,30,301.77,17349,11
19,10.08,93.12,63.05,44.44,0.8025,3,A-,72.82,0.6476,64.76,0.6882,68.82,0.3333,33.33,Deep Focus Learner,0.65,65.0,66.02,3,40,2588,B+,68.38,105,20,201.52,17350,1
18,13.2,121.89,18.23,2.94,0.422,2,G,38.12,0.1722,17.22,0.2056,20.56,0.0909,9.09,Weekend Learner,0.15,15.0,22.5,0,51,2589,G,29.48,151,27,356.3,17351,15
35,11.31,101.04,65.38,44.44,0.7662,3,A-,78.21,0.5806,58.06,0.628,62.8,0.3415,34.15,Consistent Climber,0.65,65.0,63.29,4,54,2590,A-,70.7,248,45,508.82,17352,2
22,9.65,82.53,19.55,0.0,0.3221,5,G,25,0.2016,20.16,0.2035,20.35,0.1818,18.18,Fresh Starter,0.2,20.0,22.34,0,54,2591,G,26.19,124,22,212.37,17353,12
27,14.37,133.9,32.17,21.57,0.5018,4,E,44.14,0.2406,24.06,0.3047,30.47,0.1017,10.17,Deep Focus Learner,0.3,30.0,30.88,1,54,2592,G,37.92,187,34,488.65,17354,10
51,11.63,107.29,73.59,55.56,0.8239,6,A,87.95,0.6882,68.82,0.7374,73.74,0.5426,54.26,High Achiever,0.7,70.0,77.42,5,74,2593,A,85.38,372,68,790.68,17355,2
9,8.33,72.1,16.12,0.0,0.3709,1,G,26.11,0.18,18.0,0.1837,18.37,0.0,0.0,Fresh Starter,0.15,15.0,17.65,0,13,2594,G,20,50,9,74.98,17356,6
